번호,의안명,제안자,제안일자,소관 위원회,위원회 회부일,위원회 의결일(상정일),위원회 처리결과,제안회기,본회의 의결일(상정일),본회의 처리결과,집행부 이송일,공포일자,공포번호,,,
1480,2019년도 서울신용보증재단 출연동의안,광진구청장(복지정책과),2018-11-15,기획행정위원회,2018-11-23,2018-12-05,가결,제221회,2018-12-19,가결,2018-12-19,없음,없음,,,
1481,2019년 지방세발전기금 출연동의안,광진구청장(세무1과),2018-11-14,기획행정위원회,2018-11-23,2018-12-05,가결,제221회,2018-12-19,가결,2018-12-19,없음,없음,,,
1482,서울특별시 광진구 복지재단 출연동의안,광진구청장(복지정책과),2018-11-14,복지건설위원회,2018-11-23,2018-12-06,가결,제221회,2018-12-19,가결,2018-12-19,2018-12-31,없음,,,
1483,제4기 지역사회보장계획 보고의 건,광진구청장(복지정책과),2018-11-15,복지건설위원회,2018-11-23,2018-12-06,없음,제221회,2018-12-19,없음,2018-12-19,없음,없음,,,
1484,서울특별시 광진구 초등학생 방과 후 돌봄 지원에 관한 조례안,장경희,2018-11-08,복지건설위원회,2018-11-23,2018-12-06,원안가결,제221회,2018-12-19,원안가결,2018-12-19,2018-12-31,제1031호,,,
1485,서울특별시 광진구 의료급여기금 특별회계조례 일부개정조례안,광진구청장(사회복지장애인과),2018-11-15,복지건설위원회,2018-11-23,2018-12-06,원안가결,제221회,2018-12-19,원안가결,2018-12-19,2018-12-31,제1025호,,,
1486,서울특별시 광진구 재활용품 수집인 지원에 관한 조례안,광진구청장(청소과),2018-11-15,복지건설위원회,2018-11-23,2018-12-06,원안가결,제221회,2018-12-19,원안가결,2018-12-19,2018-12-31,제1026호,,,
1487,신향빌라 재건축 정비계획 및 정비구역 지정(안)에 대한 의견제시의 건,광진구청장(주택과),2018-11-13,복지건설위원회,2018-11-23,2018-12-06,가결,제221회,2018-12-19,가결,2018-12-19,없음,없음,,,
1488,서울특별시 광진구 장기미집행 도시계획시설 현황에 대한 의견제시의 건,광진구청장(도시계획과),2018-11-14,복지건설위원회,2018-11-23,2018-12-06,가결,제221회,2018-12-19,가결,2018-12-19,없음,없음,,,
1489,서울특별시 광진구 임산부 전용주차구역 설치 및 운영에 관한 조례안,광진구청장(교통지도과),2018-11-15,복지건설위원회,2018-11-23,2018-12-06,원안가결,제221회,2018-12-19,원안가결,2018-12-19,2018-12-31,제1027호,,,
1490,서울특별시 광진구 주차장특별회계 설치조례 일부개정조례안,광진구청장(교통지도과),2018-11-15,복지건설위원회,2018-11-23,2018-12-06,원안가결,제221회,2018-12-19,원안가결,2018-12-19,2018-12-31,제1028호,,,
1491,화양동 공영주차장 민간위탁 동의안 ,광진구청장(교통지도과),2018-11-21,복지건설위원회,2018-11-23,2018-12-06,가결,제221회,2018-12-19,가결,2018-12-19,없음,없음,,,
1492,서울특별시 광진구 50대 정신건강검진·상담 지원에 관한 조례 일부개정조례안 ,광진구청장(건강관리과),2018-11-15,복지건설위원회,2018-11-23,2018-12-06,원안가결,제221회,2018-12-19,원안가결,2018-12-19,2018-12-31,제1029호,,,
1493,서울특별시 광진구 치매지원센터 설치 및 운영 조례 일부개정조례안 ,광진구청장(건강관리과),2018-11-15,복지건설위원회,2018-11-23,2018-12-06,원안가결,제221회,2018-12-19,원안가결,2018-12-19,2018-12-31,제1030호,,,
1494,2019년도 일반·특별회계 세입·세출 예산안,광진구청장(기획예산과),2018-11-21,예산결산특별위원회,2018-11-23,2018-12-05,수정가결,제221회,2018-12-19,수정가결,2018-12-19,없음,없음,,,
1495,2018년도 제2차 일반·특별회계 세입·세출 추경예산안,광진구청장(기획예산과),2018-11-22,예산결산특별위원회,2018-11-23,2018-12-05,원안가결,제221회,2018-12-19,원안가결,2018-12-19,없음,없음,,,
1496,2019년도 기금운용계획안,광진구청장(기획예산과),2018-11-21,예산결산특별위원회,2018-11-23,2018-12-05,원안가결,제221회,2018-12-19,원안가결,2018-12-19,없음,없음,,,
1497,2018년도 기금운용계획변경안,광진구청장(기획예산과),2018-11-21,예산결산특별위원회,2018-11-23,2018-12-05,원안가결,제221회,2018-12-19,원안가결,2018-12-19,없음,없음,,,
1498,젠트리피케이션 방지와 지속가능한 공동체를 위한 지방정부협의회 운영규약 동의안,광진구청장(지역경제과),2018-11-14,복지건설위원회,2018-11-23,2018-12-05,가결,제221회,2018-12-19,가결,2018-12-19,없음,없음,,,
1499,광진구청장 및 관계공무원 출석 요구의 건,이명옥,없음,없음,없음,없음,없음,제221회,2018-11-26,가결,없음,없음,없음,,,
1446,서울특별시 광진구 자치회관 설치 및 운영 조례 일부개정조례안,광진구청장(자치행정과),2018-11-14,기획행정위원회,2018-11-23,2018-12-05,원안가결,제221회,2018-11-26,원안가결,2018-12-19,2018-12-31,제1023호,,,
1500,서울특별시 광진구의회 의원 의정활동비 등 지급에 관한 조례 일부개정조례안,문경숙,2018-12-27,의회운영위원회,2019-01-03,2019-01-04,원안가결,제222회,2019-01-04,원안가결,2019-01-16,2019-02-11,제1032호,,,
1501,서울특별시 광진구 기금관리 조례 일부개정조례안,이명옥,2019-01-30,기획행정위원회,2019-02-07,2019-02-14,원안가결,제223회,2019-02-19,원안가결,2019-02-19,2019-03-12,제1034호,,,
1502,서울특별시 광진구 1인 가구 사회적 고립 및 고독사 예방 조례안,박성연,2019-01-30,복지건설위원회,2019-02-07,2019-02-15,원안가결,제223회,2019-02-19,원안가결,2019-02-19,2019-03-12,제1033호,,,
1503,광진시니어클럽 민간위탁 동의안,광진구청장(어르신복지과),2019-01-29,복지건설위원회,2019-02-07,2019-02-15,원안가결,제223회,2019-02-19,원안가결,2019-02-19,없음,없음,,,
1504,제4기 지역사회보장계획의 2019년도 연차별 시행계획 보고의 건,광진구청장(복지정책과),2019-01-29,복지건설위원회,2019-02-07,2019-03-15,없음,제223회,없음,없음,없음,없음,없음,,,
1505,중곡종합사회복지관 민간위탁 동의안,광진구청장(복지정책과),2019-03-05,복지건설위원회,2019-03-12,2019-03-15,원안가결,제224회,2019-03-20,원안가결,2019-03-20,없음,없음,,,
1506,대한민국건강도시협의회 운영규약 동의안,광진구청장(보건정책과),2019-02-25,복지건설위원회,2019-03-12,2019-03-15,원안가결,제224회,2019-03-20,원안가결,2019-03-20,없음,없음,,,
1507,서울특별시 광진구의회 회의 규칙 일부개정규칙안,박순복,2019-02-28,의회운영위원회,2019-03-12,2019-03-18,원안가결,제224회,2019-03-20,원안가결,2019-03-20,2019-03-21,제21호,,,
1509,서울특별시 광진구와 국내외 도시 간 자매결연에 관한 조례 전부개정조례안,광진구청장(총무과),2019-03-06,기획행정위원회,2019-03-12,2019-03-15,원안가결,제224회,2019-03-20,원안가결,2019-03-20,2019-04-01,제1035호,,,
1510,서울특별시 광진구 지방공무원 정원 조례 일부개정조례안,광진구청장(총무과),2019-03-06,기획행정위원회,2019-03-12,2019-03-15,원안가결,제224회,2019-03-20,원안가결,2019-03-20,2019-04-01,제1036호,,,
1511,서울특별시 광진구 민관협치 활성화를 위한 기본 조례안,광진구청장(기획예산과),2019-03-06,기획행정위원회,2019-03-12,2019-03-15,수정가결,제224회,2019-03-20,수정가결,2019-03-20,2019-04-01,제1037호,,,
1512,2019년도 서울특별시 광진구의회 행정사무감사 시기 및 기간 결정의 건,광진구의회의장,2019-03-12,없음,없음,없음,없음,제224회,2019-03-13,원안가결,없음,없음,없음,,,
1513,2019년도 광진구 행정사무감사 계획서 승인의 건,행정사무감사특별위원장,2019-03-15,행정사무감사특별위원회,없음,2019-03-18,수정가결,제224회,2019-03-20,수정가결,2019-03-20,없음,없음,,,
1514,2019년도 행정사무감사 특별위원회 구성 결의안,박순복,2019-03-12,없음,없음,없음,없음,제224회,2019-03-13,원안가결,없음,없음,없음,,,
1515,2018회계연도 광진구 결산검사위원 선임안,광진구의회의장,2019-03-19,없음,없음,없음,없음,제224회,2019-03-20,원안가결,없음,없음,없음,,,
1516,서울특별시 광진구의회 행정사무감사 및 조사에 관한 조례 일부개정 조례안,박삼례,2019-04-17,의회운영위원회,2019-04-26,2019-04-30,원안가결,제225회,2019-05-02,원안가결,2019-05-02,2019-05-22,제1038호,,,
1517,지방분권개헌 실현 촉구 결의안,"박삼례,이명옥,장경희,박순복,김회근,장길천,김미영                             (박순복)",2019-04-17,의회운영위원회,2019-04-26,2019-04-30,원안가결,제225회,2019-05-02,원안가결,2019-05-02,없음,없음,,,
1518,서울특별시 광진구 재향군인 예우 및 지원에 관한 조례 일부개정조례안,이경호,2019-04-17,기획행정위원회,2019-04-26,2019-04-30,심사보류,제225회,없음,없음,없음,없음,없음,,,
1520,서울특별시 광진구 생활체육진흥조례 전부개정조례안,광진구청장(문화체육과),2019-04-17,기획행정위원회,2019-04-26,2019-04-30,원안가결,제225회,2019-05-02,원안가결,2019-05-02,2019-05-22,제1039호,,,
1522,서울특별시 광진구 정책연구용역 공개 조례안,박성연,2019-04-17,기획행정위원회,2019-04-26,2019-04-30,부결,제225회,없음,없음,없음,없음,없음,,,
1523,서울특별시 광진구 수수료 징수조례 일부개정조례안,광진구청장(세무1과),2019-04-12,기획행정위원회,2019-04-26,2019-04-30,원안가결,제225회,2019-05-02,원안가결,2019-05-02,2019-05-22,제1040호,,,
1524,서울특별시 광진구 복지위원 운영에 관한 조례 폐지조례안,광진구청장(복지정책과),2019-04-12,복지건설위원회,2019-04-26,2019-04-30,원안가결,제225회,2019-05-02,원안가결,2019-05-02,2019-05-22,제1041호,,,
1525,서울특별시 광진구 장애인가정 출산지원금 지원 조례 일부개정안,광진구청장(사회복지장애인과),2019-04-12,복지건설위원회,2019-04-26,2019-04-30,원안가결,제225회,2019-05-02,원안가결,2019-05-02,2019-05-22,제1042호,,,
1526,우리동네 키움센터 운영 사무의 민간위탁 동의안 ,광진구청장(가정복지과),2019-04-03,복지건설위원회,2019-04-26,2019-04-30,원안가결,제225회,2019-05-02,원안가결,2019-05-02,없음,없음,,,
1527,광진구청장 및 관계공무원 출석 요구의 건,안문환,없음,없음,없음,없음,없음,없음,2019-05-02,없음,없음,없음,없음,,,
1528,서울특별시 광진구 주민자치회 설치 및 운영에 관한 조례안,광진구청장(자치행정과),2019-05-21,기획행정위원회,2019-05-24,2019-06-03,없음,제226회,2019-06-20,원안가결,2019-06-21,없음,없음,,,
1529,서울특별시 광진구 지방보조금 관리 조례 일부개정조례안,광진구청장(기획예산과),2019-05-21,기획행정위원회,2019-05-24,2019-06-03,없음,제226회,2019-06-20,원안가결,2019-06-21,2019-07-08,제1044호,,,
1530,광진구 마을자치센터 민간위탁 동의안,광진구청장(자치행정과),2019-05-21,기획행정위원회,2019-05-24,2019-06-03,없음,제226회,2019-06-20,원안가결,2019-06-21,없음,없음,,,
1531,참좋은지방정부협의회 운영규약 동의안,광진구청장(기획예산과),2019-05-21,기획행정위원회,2019-05-24,2019-06-03,없음,제226회,2019-06-20,원안가결,2019-06-21,없음,없음,,,
1532,서울특별시 광진구의회 의원 공무국외출장 규칙안,박순복,2019-05-21,의회운영위원회,2019-05-24,2019-06-04,없음,제226회,2019-06-20,원안가결,2019-06-21,2019-07-02,제22호,,,
1534,광진구 옥외광고행사 안전관리 조례안 ,이명옥,2019-05-21,복지건설위원회,2019-05-24,2019-06-03,없음,제226회,2019-06-20,원안가결,2019-06-21,없음,없음,,,
1535,서울특별시 광진구 간접흡연 피해방지 조례 일부개정조례안,장경희,2019-05-21,복지건설위원회,2019-05-24,2019-06-03,없음,제226회,2019-06-20,원안가결,2019-06-21,2019-07-08,제1046호,,,
1536,2018회계연도 일반특별회계 예비비 사용승인안,광진구청장(기획예산과),2019-05-20,예산결산특별위원회,2019-05-24,2019-06-17,없음,제226회,2019-06-20,원안가결,2019-06-21,없음,없음,,,
1537,2018회계연도 일반특별회계 세입세출 결산 승인의 건,광진구청장(재무과),2019-05-22,예산결산특별위원회,2019-05-24,2019-06-17,없음,제226회,2019-06-20,원안가결,2019-06-21,없음,없음,,,
1538,광진구청장 및 관계공무원 출석 요구의 건,장길천,없음,없음,없음,없음,없음,제226회,2019-06-20,없음,없음,없음,없음,,,
1539,광진구청소년상담복지센터 재계약 심의 보고의 건,광진구청장(교육지원과),2019-05-27,기획행정위원회,2019-05-24,없음,없음,제226회,2019-06-20,없음,없음,없음,없음,,,
1540,서울특별시 광진구 주민자치회 설치 및 운영에 관한 조례안 수정안,광진구청장(자치행정과),2019-05-28,기획행정위원회,없음,2019-06-03,없음,제226회,2019-06-20,원안가결,2019-06-21,2019-07-08,제1043호,,,
1541,2019년 광진구의회 행정사무감사 결과보고서 채택의 건,행정사무감사특별위원장,2019-06-19,행정사무감사특별위원회,없음,없음,없음,제226회,2019-06-20,원안가결,2019-06-21,없음,없음,,,
1542,2019회계연도 기금운용계획변경안,광진구청장(기획예산과),2019-07-04,예산결산특별위원회,2019-07-08,2019-07-17,원안가결,제227회,2019-07-17,원안가결,2019-07-17,없음,없음,,,
1543,2019회계연도 제1회 일반특별회계 세입세출 추가경정예산안,광진구청장(기획예산과),2019-07-08,예산결산특별위원회,2019-07-08,2019-07-17,수정가결,제227회,2019-07-17,수정가결,2019-07-17,없음,없음,,,
1544,서울특별시 광진구 지방공무원 정원 조례 일부개정조례안,광진구청장(총무과),43697,기획행정위원회,43703,43707,원안가결,제228회,43711,원안가결,43711,,,,,
1545,서울특별시 광진구 지방공무원 복무 조례 일부개정조례안,광진구청장(총무과),43697,기획행정위원회,43703,43707,수정가결,제228회,43711,수정가결,43711,,,,,
1546,서울특별시 광진구 인터넷시스템 설치 및 운영에 관한 조례 일부개정조례안,광진구청장(디지털정보과),43697,기획행정위원회,43703,43707,원안가결,제228회,43711,원안가결,43711,43733,제1051호,,,
