행번호,도메인명,논리 데이터 유형,분류어,유형,대표 여부,정의내용
1490,지원번호_V36,가변길이문자형,지원번호,번호,Y,생략
1491,지원자번호_V10,가변길이문자형,지원자번호,번호,Y,생략
1492,지원탄약구분코드_C2,고정길이문자형,지원탄약구분코드,코드,Y,생략
1493,지원편성구분코드_C1,고정길이문자형,지원편성구분코드,코드,Y,생략
1494,지점번호_V5,가변길이문자형,지점번호,번호,Y,생략
1495,지질코드_C2,고정길이문자형,지질코드,코드,Y,생략
1496,지출결의서번호_V11,가변길이문자형,지출결의서번호,번호,Y,생략
1497,지출목코드_C3,고정길이문자형,지출목코드,코드,Y,생략
1498,지출번호_V17,가변길이문자형,지출번호,번호,Y,생략
1499,지출세목코드_C2,고정길이문자형,지출세목코드,코드,Y,생략
1500,지침구분코드_C1,고정길이문자형,지침구분코드,코드,Y,생략
1501,지침번호_V8,가변길이문자형,지침번호,번호,Y,생략
1502,지침서번호_V20,가변길이문자형,지침서번호,번호,Y,생략
1503,지형분석구분코드_C1,고정길이문자형,지형분석구분코드,코드,Y,생략
1504,지형정보코드_C8,고정길이문자형,지형정보코드,코드,Y,생략
1505,지형지물구분코드_C1,고정길이문자형,지형지물구분코드,코드,Y,생략
1506,지형지물번호_V10,가변길이문자형,지형지물번호,번호,Y,생략
1507,지형지물종류코드_C2,고정길이문자형,지형지물종류코드,코드,Y,생략
1508,지형특성구분코드_C2,고정길이문자형,지형특성구분코드,코드,Y,생략
1509,지형험준도구분코드_C1,고정길이문자형,지형험준도구분코드,코드,Y,생략
1510,지휘관일련번호_V36,가변길이문자형,지휘관일련번호,번호,Y,생략
1511,지휘소코드_C1,고정길이문자형,지휘소코드,코드,Y,생략
1512,지휘통신일련번호_V36,가변길이문자형,지휘통신일련번호,번호,Y,생략
1513,"직경_F13,3",실수,직경,차원,Y,생략
1514,"직경_F6,2",실수,직경,차원,N,생략
1515,직군구분코드_C1,고정길이문자형,직군구분코드,코드,Y,생략
1516,직군코드_C3,고정길이문자형,직군코드,코드,Y,생략
1517,직접간접구분코드_C1,고정길이문자형,직접간접구분코드,코드,Y,생략
1518,직제코드_C3,고정길이문자형,직제코드,코드,Y,생략
1519,직책권한번호_V10,가변길이문자형,직책권한번호,번호,Y,생략
1520,직책코드_C10,고정길이문자형,직책코드,코드,Y,생략
1521,진료과계열코드_C1,고정길이문자형,진료과계열코드,코드,Y,생략
1522,진료과코드_C2,고정길이문자형,진료과코드,코드,Y,생략
1523,진료구분코드_C1,고정길이문자형,진료구분코드,코드,Y,생략
1524,진영구분코드_C1,고정길이문자형,진영구분코드,코드,Y,생략
1525,진지강도구분코드_C1,고정길이문자형,진지강도구분코드,코드,Y,생략
1526,진지구축자산구분코드_C1,고정길이문자형,진지구축자산구분코드,코드,Y,생략
1527,진지번호_V20,가변길이문자형,진지번호,번호,Y,생략
1528,진지형태코드_C1,고정길이문자형,진지형태코드,코드,Y,생략
1529,진폭_V5,가변길이문자형,진폭,비율,Y,생략
1530,진행상태코드_C1,고정길이문자형,진행상태코드,코드,Y,생략
1531,"질량_F16,6",실수,질량,무게,Y,생략
1532,질문답변번호_V10,가변길이문자형,질문답변번호,번호,Y,생략
1533,집결지번호_V10,가변길이문자형,집결지번호,번호,Y,생략
1534,집계단위구분코드_C2,고정길이문자형,집계단위구분코드,코드,Y,생략
1535,징후구분코드_C2,고정길이문자형,징후구분코드,코드,Y,생략
1536,징후번호_V10,가변길이문자형,징후번호,번호,Y,생략
1537,쪽수_I10,정수,쪽수,수량,N,생략
1538,쪽수_I4,정수,쪽수,수량,Y,생략
1539,차대번호_V30,가변길이문자형,차대번호,번호,Y,생략
1540,차량번호_V20,가변길이문자형,차량번호,번호,Y,생략
1541,차륜유형코드_C1,고정길이문자형,차륜유형코드,코드,Y,생략
1542,차수_V10,가변길이문자형,차수,비율,N,생략
1543,차수_V3,가변길이문자형,차수,비율,Y,생략
1544,차수코드_C2,고정길이문자형,차수코드,코드,Y,생략
1545,"착륙거리_F10,3",실수,착륙거리,수량,Y,생략
1546,착오번호_I22,정수,착오번호,번호,Y,생략
1547,착오코드_C2,고정길이문자형,착오코드,코드,Y,생략
1548,참고번호_V22,가변길이문자형,참고번호,번호,Y,생략
1549,참조문서번호_V22,가변길이문자형,참조문서번호,번호,Y,생략
1550,참조번호_V50,가변길이문자형,참조번호,번호,Y,생략
1551,참조지도번호_V27,가변길이문자형,참조지도번호,번호,Y,생략
1552,창고번호_V2,가변길이문자형,창고번호,번호,Y,생략
1553,창정비시점구분코드_C1,고정길이문자형,창정비시점구분코드,코드,Y,생략
1554,채권압류코드_C1,고정길이문자형,채권압류코드,코드,Y,생략
1555,"채도_F3,0",실수,채도,비율,Y,생략
1556,채번번호_V30,가변길이문자형,채번번호,번호,Y,생략
1557,채취번호_V20,가변길이문자형,채취번호,번호,Y,생략
1558,책권정보일련번호_V10,가변길이문자형,책권정보일련번호,번호,Y,생략
1559,처리번호_V12,가변길이문자형,처리번호,번호,Y,생략
1560,처방번호_V8,가변길이문자형,처방번호,번호,Y,생략
1561,처벌코드_C2,고정길이문자형,처벌코드,코드,Y,생략
1562,척수_I10,정수,척수,수량,N,생략
1563,척수_I5,정수,척수,수량,Y,생략
1564,철도번호_V10,가변길이문자형,철도번호,번호,Y,생략
1565,철도수송지원장비구분코드_C1,고정길이문자형,철도수송지원장비구분코드,코드,Y,생략
1566,철도차량유형코드_C1,고정길이문자형,철도차량유형코드,코드,Y,생략
1567,철조망길이구분코드_C1,고정길이문자형,철조망길이구분코드,코드,Y,생략
1568,철조망용도구분코드_C2,고정길이문자형,철조망용도구분코드,코드,Y,생략
1569,철조망유형코드_C1,고정길이문자형,철조망유형코드,코드,Y,생략
1570,첨부문서번호_V38,가변길이문자형,첨부문서번호,번호,Y,생략
1571,첨부번호_I5,정수,첨부번호,번호,Y,생략
1572,첩보번호_V14,가변길이문자형,첩보번호,번호,Y,생략
1573,첩보분류코드_C1,고정길이문자형,첩보분류코드,코드,Y,생략
1574,첩보수집부대구분코드_C2,고정길이문자형,첩보수집부대구분코드,코드,Y,생략
1575,첩보요청번호_V20,가변길이문자형,첩보요청번호,번호,Y,생략
1576,첩보요청진행상태코드_C2,고정길이문자형,첩보요청진행상태코드,코드,Y,생략
1577,첩보정확성등급코드_C1,고정길이문자형,첩보정확성등급코드,코드,Y,생략
1578,첩보활동수준코드_C1,고정길이문자형,첩보활동수준코드,코드,Y,생략
1579,청구문서번호_V22,가변길이문자형,청구문서번호,번호,Y,생략
1580,청구우선순위코드_C2,고정길이문자형,청구우선순위코드,코드,Y,생략
1581,청구일련구분코드_C1,고정길이문자형,청구일련구분코드,코드,Y,생략
1582,청력_V6,가변길이문자형,청력,비율,Y,생략
1583,"체온_F6,3",실수,체온,온도,Y,생략
1584,"체중_F5,2",실수,체중,무게,Y,생략
1585,초_I4,정수,초,시간,Y,생략
1586,초목정보코드_C1,고정길이문자형,초목정보코드,코드,Y,생략
1587,초속_I5,정수,초속,비율,Y,생략
1588,촉탁서구분코드_C2,고정길이문자형,촉탁서구분코드,코드,Y,생략
1589,총공사용역일수기준구분코드_C1,고정길이문자형,총공사용역일수기준구분코드,코드,Y,생략
1590,총서번호_V20,가변길이문자형,총서번호,번호,Y,생략
1591,최초물품상태코드_C1,고정길이문자형,최초물품상태코드,코드,Y,생략
1592,추천그룹코드_C4,고정길이문자형,추천그룹코드,코드,Y,생략
1593,추천목록코드_C1,고정길이문자형,추천목록코드,코드,Y,생략
1594,축선번호_V2,가변길이문자형,축선번호,번호,Y,생략
1595,축척_V10,가변길이문자형,축척,비율,Y,생략
1596,축척코드_C2,고정길이문자형,축척코드,코드,Y,생략
1597,출고번호_V22,가변길이문자형,출고번호,번호,Y,생략
1598,출고증빙서번호_V15,가변길이문자형,출고증빙서번호,번호,Y,생략
1599,출납관리구분코드_C2,고정길이문자형,출납관리구분코드,코드,Y,생략
1600,출납번호_V20,가변길이문자형,출납번호,번호,Y,생략
1601,출신병역코드_C2,고정길이문자형,출신병역코드,코드,Y,생략
1602,출입통제체계코드_C4,고정길이문자형,출입통제체계코드,코드,Y,생략
1603,출하증빙서번호_V30,가변길이문자형,출하증빙서번호,번호,Y,생략
1604,"충실도_F6,3",실수,충실도,비율,Y,생략
1605,취득처분운용구분코드_C1,고정길이문자형,취득처분운용구분코드,코드,Y,생략
1606,취소번호_I10,정수,취소번호,번호,Y,생략
1607,취약지구분코드_C2,고정길이문자형,취약지구분코드,코드,Y,생략
1608,측지제원유형코드_C1,고정길이문자형,측지제원유형코드,코드,Y,생략
1609,층번호_V3,가변길이문자형,층번호,번호,Y,생략
1610,층수_I3,정수,층수,수량,Y,생략
1611,"치_F13,3",실수,치,수량,Y,생략
1612,치수_V20,가변길이문자형,치수,비율,Y,생략
1613,치열번호_V40,가변길이문자형,치열번호,번호,Y,생략
1614,치장비축물자구분코드_C1,고정길이문자형,치장비축물자구분코드,코드,Y,생략
1615,침투부대이동속도적용구분코드_C1,고정길이문자형,침투부대이동속도적용구분코드,코드,Y,생략
1616,카드번호_V20,가변길이문자형,카드번호,번호,Y,생략
1617,컨테이너번호_V12,가변길이문자형,컨테이너번호,번호,Y,생략
1618,케이스번호_V6,가변길이문자형,케이스번호,번호,Y,생략
1619,코드_C1,고정길이문자형,코드,코드,N,생략
1620,코드_C10,고정길이문자형,코드,코드,N,생략
1621,코드_C15,고정길이문자형,코드,코드,N,생략
1622,코드_C2,고정길이문자형,코드,코드,Y,생략
1623,코드_V20,가변길이문자형,코드,코드,N,생략
1624,코드_C3,고정길이문자형,코드,코드,N,생략
1625,코드_V30,가변길이문자형,코드,코드,N,생략
1626,코드_C4,고정길이문자형,코드,코드,N,생략
1627,코드_C5,고정길이문자형,코드,코드,N,생략
1628,코드_C6,고정길이문자형,코드,코드,N,생략
1629,코드_C7,고정길이문자형,코드,코드,N,생략
1630,코드_C8,고정길이문자형,코드,코드,N,생략
1631,코드_C9,고정길이문자형,코드,코드,N,생략
1632,코드번호_V30,가변길이문자형,코드번호,번호,Y,생략
1633,크기_F10,실수,크기,비율,Y,생략
1634,"크기_F13,3",실수,크기,비율,N,생략
1635,크기_F20,실수,크기,비율,N,생략
1636,킬박스상태코드_C1,고정길이문자형,킬박스상태코드,코드,Y,생략
1637,타격결과코드_C2,고정길이문자형,타격결과코드,코드,Y,생략
1638,타격수단코드_C2,고정길이문자형,타격수단코드,코드,Y,생략
1639,타격임무상태코드_C1,고정길이문자형,타격임무상태코드,코드,Y,생략
1640,타격지역번호_V3,가변길이문자형,타격지역번호,번호,Y,생략
1641,타임스탬프_TS,날짜2,타임스탬프,날짜,Y,생략
1642,"탄수_F13,3",실수,탄수,수량,Y,생략
1643,탄수_F8,실수,탄수,수량,N,생략
1644,탄약고번호_V7,가변길이문자형,탄약고번호,번호,Y,생략
1645,탄약기본통제구분코드_C1,고정길이문자형,탄약기본통제구분코드,코드,Y,생략
1646,탄약훈련대상구분코드_C1,고정길이문자형,탄약훈련대상구분코드,코드,Y,생략
1647,탐색구조직무번호_I2,정수,탐색구조직무번호,번호,Y,생략
1648,탐지부대유형코드_C1,고정길이문자형,탐지부대유형코드,코드,Y,생략
1649,탐지수단유형코드_C1,고정길이문자형,탐지수단유형코드,코드,Y,생략
1650,탐지표적보고구분코드_C2,고정길이문자형,탐지표적보고구분코드,코드,Y,생략
1651,탑재감지기번호_V3,가변길이문자형,탑재감지기번호,번호,Y,생략
1652,탑재결과코드_C1,고정길이문자형,탑재결과코드,코드,Y,생략
1653,탑재조직규모코드_C1,고정길이문자형,탑재조직규모코드,코드,Y,생략
1654,탑재편성번호_V5,가변길이문자형,탑재편성번호,번호,Y,생략
1655,태세식별번호_V16,가변길이문자형,태세식별번호,번호,Y,생략
1656,태세코드_C2,고정길이문자형,태세코드,코드,Y,생략
1657,탱크번호_V12,가변길이문자형,탱크번호,번호,Y,생략
1658,탱크위치구분코드_C1,고정길이문자형,탱크위치구분코드,코드,Y,생략
1659,토지지세코드_C2,고정길이문자형,토지지세코드,코드,Y,생략
1660,토지형태코드_C2,고정길이문자형,토지형태코드,코드,Y,생략
1661,"톤수_F14,8",실수,톤수,수량,N,생략
1662,"톤수_F16,3",실수,톤수,수량,Y,생략
1663,통제번호_V20,가변길이문자형,통제번호,번호,Y,생략
1664,"통제보급률_F7,4",실수,통제보급률,비율,Y,생략
1665,통제품목유형코드_C1,고정길이문자형,통제품목유형코드,코드,Y,생략
1666,통지번호_V12,가변길이문자형,통지번호,번호,Y,생략
1667,통합임무명령서번호_V10,가변길이문자형,통합임무명령서번호,번호,Y,생략
1668,통합임무명령서상태코드_C1,고정길이문자형,통합임무명령서상태코드,코드,Y,생략
1669,통합임무명령서요청번호_V11,가변길이문자형,통합임무명령서요청번호,번호,Y,생략
1670,통합임무명령서유형코드_C1,고정길이문자형,통합임무명령서유형코드,코드,Y,생략
1671,통합포장목록번호_V10,가변길이문자형,통합포장목록번호,번호,Y,생략
1672,통합표적코드_C10,고정길이문자형,통합표적코드,코드,Y,생략
1673,통합화력운용도표처리번호_I3,정수,통합화력운용도표처리번호,번호,Y,생략
1674,퇴적번호_V3,가변길이문자형,퇴적번호,번호,Y,생략
1675,투명도번호_V50,가변길이문자형,투명도번호,번호,Y,생략
1676,투명도종류코드_C2,고정길이문자형,투명도종류코드,코드,Y,생략
1677,투자사업구분코드_C1,고정길이문자형,투자사업구분코드,코드,Y,생략
1678,특기구분코드_C2,고정길이문자형,특기구분코드,코드,Y,생략
1679,특기코드_C4,고정길이문자형,특기코드,코드,Y,생략
1680,특보유형코드_C1,고정길이문자형,특보유형코드,코드,Y,생략
1681,특수작전구분코드_C6,고정길이문자형,특수작전구분코드,코드,Y,생략
1682,특수저장품유형코드_C1,고정길이문자형,특수저장품유형코드,코드,Y,생략
1683,특수정보비밀등급코드_C1,고정길이문자형,특수정보비밀등급코드,코드,Y,생략
1684,특정기업유형구분코드_C1,고정길이문자형,특정기업유형구분코드,코드,Y,생략
1685,파견구분코드_C1,고정길이문자형,파견구분코드,코드,Y,생략
1686,"파고_F4,1",실수,파고,차원,Y,생략
1687,파고구분코드_C1,고정길이문자형,파고구분코드,코드,Y,생략
1688,파손상태코드_C1,고정길이문자형,파손상태코드,코드,Y,생략
1689,파일_BLOB,바이너리대형객체,파일,식별자,Y,생략
1690,파일번호_V13,가변길이문자형,파일번호,번호,Y,생략
1691,파일번호_V36,가변길이문자형,파일번호,번호,N,생략
1692,파일위치_V200,가변길이문자형,파일위치,텍스트,Y,생략
1693,판단번호_V11,가변길이문자형,판단번호,번호,Y,생략
1694,판매번호_V13,가변길이문자형,판매번호,번호,Y,생략
1695,판번호_V2,가변길이문자형,판번호,번호,Y,생략
1696,팩스번호_V25,가변길이문자형,팩스번호,번호,Y,생략
1697,페이지번호_V15,가변길이문자형,페이지번호,번호,Y,생략
1698,"편각_F6,2",실수,편각,각도,Y,생략
1699,편성번호_I10,정수,편성번호,번호,Y,생략
1700,편성유형코드_C2,고정길이문자형,편성유형코드,코드,Y,생략
1701,편제구분코드_C1,고정길이문자형,편제구분코드,코드,Y,생략
1702,편제번호_V30,가변길이문자형,편제번호,번호,Y,생략
1703,편조구간번호_V2,가변길이문자형,편조구간번호,번호,Y,생략
1704,"편차_F10,5",실수,편차,수량,N,생략
1705,"편차_F4,1",실수,편차,수량,Y,생략
1706,평가등급코드_C2,고정길이문자형,평가등급코드,코드,Y,생략
1707,평가요소번호_V4,가변길이문자형,평가요소번호,번호,Y,생략
1708,"평수_F11,3",실수,평수,수량,N,생략
1709,평수_F4,실수,평수,수량,Y,생략
1710,"평수_F5,2",실수,평수,수량,N,생략
1711,폐품류코드_C6,고정길이문자형,폐품류코드,코드,Y,생략
1712,포로신분코드_C1,고정길이문자형,포로신분코드,코드,Y,생략
1713,포병탄종코드_C2,고정길이문자형,포병탄종코드,코드,Y,생략
1714,포병피해율증가유형코드_C1,고정길이문자형,포병피해율증가유형코드,코드,Y,생략
1715,포상구분코드_C2,고정길이문자형,포상구분코드,코드,Y,생략
1716,포상코드_C4,고정길이문자형,포상코드,코드,Y,생략
1717,포신번호_V20,가변길이문자형,포신번호,번호,Y,생략
1718,포장구분코드_C1,고정길이문자형,포장구분코드,코드,Y,생략
1719,포장규격번호_V34,가변길이문자형,포장규격번호,번호,Y,생략
1720,포장단위당수량코드_C1,고정길이문자형,포장단위당수량코드,코드,Y,생략
1721,포장대중소구분코드_C1,고정길이문자형,포장대중소구분코드,코드,Y,생략
1722,포장재질구분코드_C1,고정길이문자형,포장재질구분코드,코드,Y,생략
1723,포장치수코드_C1,고정길이문자형,포장치수코드,코드,Y,생략
1724,포장해체불가구분코드_C1,고정길이문자형,포장해체불가구분코드,코드,Y,생략
1725,포트번호_V10,가변길이문자형,포트번호,번호,Y,생략
1726,"폭_F10,2",실수,폭,차원,Y,생략
1727,폭_F22,실수,폭,차원,N,생략
1728,폰트번호_V5,가변길이문자형,폰트번호,번호,Y,생략
1729,표고_I10,정수,표고,차원,N,생략
1730,표고_I5,정수,표고,차원,Y,생략
1731,표면형태코드_C2,고정길이문자형,표면형태코드,코드,Y,생략
1732,표본번호_I4,정수,표본번호,번호,Y,생략
1733,표적계획상태관리코드_C1,고정길이문자형,표적계획상태관리코드,코드,Y,생략
1734,표적군대분류코드_C2,고정길이문자형,표적군대분류코드,코드,Y,생략
1735,표적군소분류코드_C2,고정길이문자형,표적군소분류코드,코드,Y,생략
1736,표적군중분류코드_C2,고정길이문자형,표적군중분류코드,코드,Y,생략
1737,표적군코드_C4,고정길이문자형,표적군코드,코드,Y,생략
1738,표적그룹번호_V13,가변길이문자형,표적그룹번호,번호,Y,생략
1739,표적번호_V20,가변길이문자형,표적번호,번호,Y,생략
1740,표적범주코드_C2,고정길이문자형,표적범주코드,코드,Y,생략
1741,표적상태코드_C1,고정길이문자형,표적상태코드,코드,Y,생략
1742,표적성질구분코드_C1,고정길이문자형,표적성질구분코드,코드,Y,생략
1743,표적성질코드_C3,고정길이문자형,표적성질코드,코드,Y,생략
1744,표적영상식별구분코드_C1,고정길이문자형,표적영상식별구분코드,코드,Y,생략
1745,표적유형코드_C1,고정길이문자형,표적유형코드,코드,Y,생략
1746,표적이동방향코드_C1,고정길이문자형,표적이동방향코드,코드,Y,생략
1747,표적종류코드_C2,고정길이문자형,표적종류코드,코드,Y,생략
1748,표적참조점번호_V3,가변길이문자형,표적참조점번호,번호,Y,생략
1749,표적체계코드_C14,고정길이문자형,표적체계코드,코드,Y,생략
1750,표적추천우선순위코드_C1,고정길이문자형,표적추천우선순위코드,코드,Y,생략
1751,표적크기코드_C1,고정길이문자형,표적크기코드,코드,Y,생략
1752,표적피해평가구분코드_C1,고정길이문자형,표적피해평가구분코드,코드,Y,생략
1753,표적형태코드_C1,고정길이문자형,표적형태코드,코드,Y,생략
1754,표적활동코드_C2,고정길이문자형,표적활동코드,코드,Y,생략
1755,표적획득상태코드_C1,고정길이문자형,표적획득상태코드,코드,Y,생략
1756,표적획득출처코드_C2,고정길이문자형,표적획득출처코드,코드,Y,생략
1757,표준거래유형코드_C5,고정길이문자형,표준거래유형코드,코드,Y,생략
1758,표준지정구분코드_C1,고정길이문자형,표준지정구분코드,코드,Y,생략
1759,표찰번호_V10,가변길이문자형,표찰번호,번호,Y,생략
1760,품류코드_C1,고정길이문자형,품류코드,코드,Y,생략
1761,품명_V100,가변길이문자형,품명,이름,N,생략
1762,품명_V50,가변길이문자형,품명,이름,Y,생략
1763,품명개념번호_V5,가변길이문자형,품명개념번호,번호,Y,생략
1764,품목대분류코드_C2,고정길이문자형,품목대분류코드,코드,Y,생략
1765,품목번호_I15,정수,품목번호,번호,Y,생략
1766,품목번호_I9,정수,품목번호,번호,N,생략
1767,품목세분류코드_C2,고정길이문자형,품목세분류코드,코드,Y,생략
1768,품목소분류코드_C3,고정길이문자형,품목소분류코드,코드,Y,생략
1769,품목식별번호_V7,가변길이문자형,품목식별번호,번호,Y,생략
1770,품목재질코드_C2,고정길이문자형,품목재질코드,코드,Y,생략
1771,품목중량코드_C1,고정길이문자형,품목중량코드,코드,Y,생략
1772,품목중분류코드_C3,고정길이문자형,품목중분류코드,코드,Y,생략
1773,품목치수코드_C1,고정길이문자형,품목치수코드,코드,Y,생략
1774,품목특성코드_C1,고정길이문자형,품목특성코드,코드,Y,생략
1775,품종세부코드_C2,고정길이문자형,품종세부코드,코드,Y,생략
1776,품종코드_C2,고정길이문자형,품종코드,코드,Y,생략
1777,"풍속_F6,2",실수,풍속,비율,Y,생략
1778,풍향12방향코드_C2,고정길이문자형,풍향12방향코드,코드,Y,생략
1779,풍향_V10,가변길이문자형,풍향,차원,Y,생략
1780,풍향코드_C2,고정길이문자형,풍향코드,코드,Y,생략
1781,프레임번호_V40,가변길이문자형,프레임번호,번호,Y,생략
1782,프로그램코드_C4,고정길이문자형,프로그램코드,코드,Y,생략
1783,플랫폼태세코드_C2,고정길이문자형,플랫폼태세코드,코드,Y,생략
1784,피격장소코드_C3,고정길이문자형,피격장소코드,코드,Y,생략
1785,피난민부대보급품사용유형코드_C1,고정길이문자형,피난민부대보급품사용유형코드,코드,Y,생략
1786,피뢰침번호_V2,가변길이문자형,피뢰침번호,번호,Y,생략
1787,피아식별코드_C2,고정길이문자형,피아식별코드,코드,Y,생략
1788,피해보고식별번호_V50,가변길이문자형,피해보고식별번호,번호,Y,생략
1789,피해시설유형코드_C2,고정길이문자형,피해시설유형코드,코드,Y,생략
1790,피해원인구분코드_C2,고정길이문자형,피해원인구분코드,코드,Y,생략
1791,피해확률그룹번호_I5,정수,피해확률그룹번호,번호,Y,생략
1792,"필지_F19,2",실수,필지,면적,Y,생략
1793,하위부대존재구분코드_C1,고정길이문자형,하위부대존재구분코드,코드,Y,생략
1794,하위사업1코드_C3,고정길이문자형,하위사업1코드,코드,Y,생략
1795,하위사업2코드_C3,고정길이문자형,하위사업2코드,코드,Y,생략
1796,하위사업3코드_C3,고정길이문자형,하위사업3코드,코드,Y,생략
1797,하자번호_V9,가변길이문자형,하자번호,번호,Y,생략
1798,하자보고서번호_V20,가변길이문자형,하자보고서번호,번호,Y,생략
1799,하자보고응신코드_C2,고정길이문자형,하자보고응신코드,코드,Y,생략
1800,하자상황코드_C2,고정길이문자형,하자상황코드,코드,Y,생략
1801,하자처리부서코드_C1,고정길이문자형,하자처리부서코드,코드,Y,생략
1802,하자처리상태코드_C1,고정길이문자형,하자처리상태코드,코드,Y,생략
1803,하자품복귀코드_C1,고정길이문자형,하자품복귀코드,코드,Y,생략
1804,하저상태코드_C1,고정길이문자형,하저상태코드,코드,Y,생략
1805,하중_F10,실수,하중,무게,N,생략
1806,"하중_F13,3",실수,하중,무게,Y,생략
1807,하천규모구분코드_C1,고정길이문자형,하천규모구분코드,코드,Y,생략
1808,하천깊이구분코드_C1,고정길이문자형,하천깊이구분코드,코드,Y,생략
1809,하천번호_V10,가변길이문자형,하천번호,번호,Y,생략
1810,하천유속구분코드_C1,고정길이문자형,하천유속구분코드,코드,Y,생략
1811,학과코드_C5,고정길이문자형,학과코드,코드,Y,생략
1812,학교구분코드_C2,고정길이문자형,학교구분코드,코드,Y,생략
1813,학년코드_C1,고정길이문자형,학년코드,코드,Y,생략
1814,학력상태코드_C2,고정길이문자형,학력상태코드,코드,Y,생략
1815,학력코드_C2,고정길이문자형,학력코드,코드,Y,생략
1816,학위구분코드_C1,고정길이문자형,학위구분코드,코드,Y,생략
1817,학위증명서번호_V20,가변길이문자형,학위증명서번호,번호,Y,생략
1818,학위코드_C1,고정길이문자형,학위코드,코드,Y,생략
1819,한국산업규격정부규격번호_V20,가변길이문자형,한국산업규격정부규격번호,번호,Y,생략
1820,한국은행소관코드_C3,고정길이문자형,한국은행소관코드,코드,Y,생략
1821,한국은행회계계정코드_C3,고정길이문자형,한국은행회계계정코드,코드,Y,생략
1822,한미문서번호_V22,가변길이문자형,한미문서번호,번호,Y,생략
1823,함안이동방법코드_C1,고정길이문자형,함안이동방법코드,코드,Y,생략
1824,함정번호_V10,가변길이문자형,함정번호,번호,Y,생략
1825,함정작업분류구조코드_C1,고정길이문자형,함정작업분류구조코드,코드,Y,생략
1826,함정적재무장유형코드_C1,고정길이문자형,함정적재무장유형코드,코드,Y,생략
1827,함정피해수준코드_C1,고정길이문자형,함정피해수준코드,코드,Y,생략
1828,합격구분코드_C1,고정길이문자형,합격구분코드,코드,Y,생략
1829,합동공역통제수단구분코드_C2,고정길이문자형,합동공역통제수단구분코드,코드,Y,생략
1830,합동공역통제수단코드_C5,고정길이문자형,합동공역통제수단코드,코드,Y,생략
1831,합동화력구역수준코드_C1,고정길이문자형,합동화력구역수준코드,코드,Y,생략
1832,합동화력운용구역상태코드_C2,고정길이문자형,합동화력운용구역상태코드,코드,Y,생략
1833,합동화력자산구분코드_C4,고정길이문자형,합동화력자산구분코드,코드,Y,생략
1834,합동화력자산코드_C8,고정길이문자형,합동화력자산코드,코드,Y,생략
1835,합동화력지역번호_V7,가변길이문자형,합동화력지역번호,번호,Y,생략
1836,합동화력탄종코드_C10,고정길이문자형,합동화력탄종코드,코드,Y,생략
1837,합참표적분류코드_C1,고정길이문자형,합참표적분류코드,코드,Y,생략
1838,항공고시보구분코드_C1,고정길이문자형,항공고시보구분코드,코드,Y,생략
1839,항공기결함유형코드_C2,고정길이문자형,항공기결함유형코드,코드,Y,생략
1840,항공기대기상태코드_C1,고정길이문자형,항공기대기상태코드,코드,Y,생략
1841,항공기무기태세구분코드_C1,고정길이문자형,항공기무기태세구분코드,코드,Y,생략
1842,항공기번호_V10,가변길이문자형,항공기번호,번호,Y,생략
1843,항공기비상대기구분코드_C2,고정길이문자형,항공기비상대기구분코드,코드,Y,생략
1844,항공기비상대기임무코드_C2,고정길이문자형,항공기비상대기임무코드,코드,Y,생략
1845,항공기수리부품구분코드_C3,고정길이문자형,항공기수리부품구분코드,코드,Y,생략
1846,항공기유형코드_C4,고정길이문자형,항공기유형코드,코드,Y,생략
1847,항공기지표면상태코드_C1,고정길이문자형,항공기지표면상태코드,코드,Y,생략
1848,항공기피아구분코드_C2,고정길이문자형,항공기피아구분코드,코드,Y,생략
1849,항공무장유도유형코드_C2,고정길이문자형,항공무장유도유형코드,코드,Y,생략
1850,항공사격불가사유코드_C2,고정길이문자형,항공사격불가사유코드,코드,Y,생략
1851,항공산업시설분류코드_C1,고정길이문자형,항공산업시설분류코드,코드,Y,생략
1852,항공수송지원장비구분코드_C1,고정길이문자형,항공수송지원장비구분코드,코드,Y,생략
1853,항공임무명령서번호_V10,가변길이문자형,항공임무명령서번호,번호,Y,생략
1854,항공임무유형코드_C2,고정길이문자형,항공임무유형코드,코드,Y,생략
1855,항공작전임무구분코드_C1,고정길이문자형,항공작전임무구분코드,코드,Y,생략
1856,항공작전지침기준구분코드_C1,고정길이문자형,항공작전지침기준구분코드,코드,Y,생략
1857,항공장구번호_V25,가변길이문자형,항공장구번호,번호,Y,생략
1858,항공포병사격구분코드_C1,고정길이문자형,항공포병사격구분코드,코드,Y,생략
1859,항공해상자산구분코드_C1,고정길이문자형,항공해상자산구분코드,코드,Y,생략
1860,항구코드_C15,고정길이문자형,항구코드,코드,Y,생략
1861,항만번호_V5,가변길이문자형,항만번호,번호,Y,생략
1862,항목번호_V15,가변길이문자형,항목번호,번호,Y,생략
1863,항적번호_I4,정수,항적번호,번호,Y,생략
1864,항적번호_I5,정수,항적번호,번호,N,생략
1865,항적부호_V5,가변길이문자형,항적부호,식별자,Y,생략
1866,항적실시간구분코드_C1,고정길이문자형,항적실시간구분코드,코드,Y,생략
1867,항차번호_V8,가변길이문자형,항차번호,번호,Y,생략
1868,항해번호_V20,가변길이문자형,항해번호,번호,Y,생략
1869,해경지역코드_C2,고정길이문자형,해경지역코드,코드,Y,생략
