행번호,도메인명,논리 데이터 유형,분류어,유형,대표 여부,정의내용
1,2525C병종코드_C6,고정길이문자형,2525C병종코드,코드,Y,생략
2,2525C부대규모코드_C2,고정길이문자형,2525C부대규모코드,코드,Y,생략
3,2525C피아식별코드_C1,고정길이문자형,2525C피아식별코드,코드,Y,생략
4,3군공통품목식별코드_C1,고정길이문자형,3군공통품목식별코드,코드,Y,생략
5,3군상호지원정비구분코드_C1,고정길이문자형,3군상호지원정비구분코드,코드,Y,생략
6,BOOKING번호_V15,가변길이문자형,BOOKING번호,번호,Y,생략
7,CEB번호_V3,가변길이문자형,CEB번호,번호,Y,생략
8,DN_V100,가변길이문자형,DN,텍스트,Y,생략
9,DODIC_V10,가변길이문자형,DODIC,식별자,Y,생략
10,D일_V8,가변길이문자형,D일,날짜,Y,생략
11,D일코드_C3,고정길이문자형,D일코드,코드,Y,생략
12,EAI구분번호_C1,고정길이문자형,EAI구분번호,번호,Y,생략
13,EAI문서번호_V124,가변길이문자형,EAI문서번호,번호,Y,생략
14,ELNOT번호_V6,가변길이문자형,ELNOT번호,번호,Y,생략
15,FIIG번호_V10,가변길이문자형,FIIG번호,번호,Y,생략
16,ID_V100,가변길이문자형,ID,식별자,N,생략
17,ID_V15,가변길이문자형,ID,식별자,Y,생략
18,ID_V30,가변길이문자형,ID,식별자,N,생략
19,ID_V50,가변길이문자형,ID,식별자,N,생략
20,ID_V8,가변길이문자형,ID,식별자,N,생략
21,ID가능문자유형번호_V10,가변길이문자형,ID가능문자유형번호,번호,Y,생략
22,ID필수문자유형번호_V10,가변길이문자형,ID필수문자유형번호,번호,Y,생략
23,IP_V15,가변길이문자형,IP,식별자,Y,생략
24,IP_V50,가변길이문자형,IP,식별자,N,생략
25,JOAP조치코드_C1,고정길이문자형,JOAP조치코드,코드,Y,생략
26,KN번호_V15,가변길이문자형,KN번호,번호,Y,생략
27,MAC주소_V12,가변길이문자형,MAC주소,식별자,Y,생략
28,MOPP구분코드_C1,고정길이문자형,MOPP구분코드,코드,Y,생략
29,M일코드_C3,고정길이문자형,M일코드,코드,Y,생략
30,PARA번호_V20,가변길이문자형,PARA번호,번호,Y,생략
31,PIN번호_V100,가변길이문자형,PIN번호,번호,Y,생략
32,비밀번호가능문자유형번호_V10,가변길이문자형,비밀번호가능문자유형번호,번호,Y,생략
33,비밀번호필수문자유형번호_V10,가변길이문자형,비밀번호필수문자유형번호,번호,Y,생략
34,RGB색상번호_V9,가변길이문자형,RGB색상번호,비율,Y,생략
35,SP번호_V20,가변길이문자형,SP번호,번호,Y,생략
36,UCMS보조속성구분코드_C5,고정길이문자형,UCMS보조속성구분코드,코드,Y,생략
37,UN국제생산물분류코드_C3,고정길이문자형,UN국제생산물분류코드,코드,Y,생략
38,URL_V255,가변길이문자형,URL,식별자,Y,생략
39,UTMX좌표_V15,가변길이문자형,UTMX좌표,좌표,Y,생략
40,UTMY좌표_V15,가변길이문자형,UTMY좌표,좌표,Y,생략
41,"가격_F15,2",실수,가격,금액,Y,생략
42,"가격_F22,2",실수,가격,금액,N,생략
43,가격조건코드_C3,고정길이문자형,가격조건코드,코드,Y,생략
44,"가동률_F7,4",실수,가동률,비율,Y,생략
45,가명_V100,가변길이문자형,가명,이름,Y,생략
46,"가액_F15,2",실수,가액,금액,N,생략
47,"가액_F22,2",실수,가액,금액,Y,생략
48,가용요소구분코드_C1,고정길이문자형,가용요소구분코드,코드,Y,생략
49,가족관계코드_C3,고정길이문자형,가족관계코드,코드,Y,생략
50,"가중치_F13,3",실수,가중치,수량,Y,생략
51,각도_F10,실수,각도,각도,N,생략
52,각도_F3,실수,각도,각도,Y,생략
53,"각도_F7,3",실수,각도,각도,N,생략
54,감가상각방법코드_C1,고정길이문자형,감가상각방법코드,코드,Y,생략
55,감사원소관코드_C3,고정길이문자형,감사원소관코드,코드,Y,생략
56,감시초소번호_V3,가변길이문자형,감시초소번호,번호,Y,생략
57,갑판번호_V4,가변길이문자형,갑판번호,번호,Y,생략
58,"값_F13,3",실수,값,수량,N,생략
59,"값_F23,6",실수,값,수량,Y,생략
60,"값_F6,2",실수,값,수량,N,생략
61,"강도_F13,3",실수,강도,비율,Y,생략
62,"강설량_F6,1",실수,강설량,수량,Y,생략
63,"강수량_F6,1",실수,강수량,수량,Y,생략
64,"강우량_F6,1",실수,강우량,수량,Y,생략
65,강우량_F8,실수,강우량,수량,N,생략
66,개발관리기관코드_C2,고정길이문자형,개발관리기관코드,코드,Y,생략
67,개발부품분류코드_C1,고정길이문자형,개발부품분류코드,코드,Y,생략
68,개발진행상태코드_C2,고정길이문자형,개발진행상태코드,코드,Y,생략
69,개발취소사유코드_C2,고정길이문자형,개발취소사유코드,코드,Y,생략
70,개발형태코드_C1,고정길이문자형,개발형태코드,코드,Y,생략
71,개수_I10,정수,개수,수량,N,생략
72,개수_I5,정수,개수,수량,Y,생략
73,"개월수_F4,1",실수,개월수,수량,Y,생략
74,개정판번호_V15,가변길이문자형,개정판번호,번호,Y,생략
75,객체번호_V8,가변길이문자형,객체번호,번호,Y,생략
76,거래번호_I22,정수,거래번호,번호,Y,생략
77,거래사유코드_C3,고정길이문자형,거래사유코드,코드,Y,생략
78,거래식별코드_C3,고정길이문자형,거래식별코드,코드,Y,생략
79,거래증빙서번호_V22,가변길이문자형,거래증빙서번호,번호,Y,생략
80,거래처구분코드_C2,고정길이문자형,거래처구분코드,코드,Y,생략
81,거래처실명번호_V20,가변길이문자형,거래처실명번호,번호,Y,생략
82,"거리_F10,3",실수,거리,차원,Y,생략
83,"거리_F17,3",실수,거리,차원,N,생략
84,거리구분코드_C1,고정길이문자형,거리구분코드,코드,Y,생략
85,거부권한자구분코드_C2,고정길이문자형,거부권한자구분코드,코드,Y,생략
86,거부표적진척코드_C1,고정길이문자형,거부표적진척코드,코드,Y,생략
87,거부표적코드_C2,고정길이문자형,거부표적코드,코드,Y,생략
88,건물관리번호_V25,가변길이문자형,건물관리번호,번호,Y,생략
89,건물구조코드_C2,고정길이문자형,건물구조코드,코드,Y,생략
90,건물번호_V3,가변길이문자형,건물번호,번호,Y,생략
91,건물벽체재료구분코드_C2,고정길이문자형,건물벽체재료구분코드,코드,Y,생략
92,건수_I10,정수,건수,수량,Y,생략
93,건수_I22,정수,건수,수량,N,생략
94,건수_I6,정수,건수,수량,N,생략
95,건의번호_V10,가변길이문자형,건의번호,번호,Y,생략
96,건의코드_C3,고정길이문자형,건의코드,코드,Y,생략
97,건축공사구분코드_C2,고정길이문자형,건축공사구분코드,코드,Y,생략
98,검사계획번호_V22,가변길이문자형,검사계획번호,번호,Y,생략
99,검사관번호_V12,가변길이문자형,검사관번호,번호,Y,생략
100,검사기관코드_C2,고정길이문자형,검사기관코드,코드,Y,생략
101,검사단위코드_C2,고정길이문자형,검사단위코드,코드,Y,생략
102,검사대상구분코드_C1,고정길이문자형,검사대상구분코드,코드,Y,생략
103,검사번호_V12,가변길이문자형,검사번호,번호,Y,생략
104,검사증명서번호_V15,가변길이문자형,검사증명서번호,번호,Y,생략
105,검사형태코드_C1,고정길이문자형,검사형태코드,코드,Y,생략
106,게시물번호_I10,정수,게시물번호,번호,Y,생략
107,격납고위장도색형태코드_C1,고정길이문자형,격납고위장도색형태코드,코드,Y,생략
108,격납고형태코드_C2,고정길이문자형,격납고형태코드,코드,Y,생략
109,격판번호_I10,정수,격판번호,번호,Y,생략
110,견본번호_V20,가변길이문자형,견본번호,번호,Y,생략
111,결산번호_V9,가변길이문자형,결산번호,번호,Y,생략
112,결산품종코드_C2,고정길이문자형,결산품종코드,코드,Y,생략
113,결재문서번호_V22,가변길이문자형,결재문서번호,번호,Y,생략
114,결재상태코드_C1,고정길이문자형,결재상태코드,코드,Y,생략
115,결함등급코드_C1,고정길이문자형,결함등급코드,코드,Y,생략
116,결함번호_V11,가변길이문자형,결함번호,번호,Y,생략
117,결함원인관리번호_I15,정수,결함원인관리번호,번호,Y,생략
118,결함조치코드_C2,고정길이문자형,결함조치코드,코드,Y,생략
119,결함코드_C2,고정길이문자형,결함코드,코드,Y,생략
120,결함표준관리번호_I15,정수,결함표준관리번호,번호,Y,생략
121,경계근무형태코드_C1,고정길이문자형,경계근무형태코드,코드,Y,생략
122,경계부호코드_C2,고정길이문자형,경계부호코드,코드,Y,생략
123,경계작전감시초소구분코드_C1,고정길이문자형,경계작전감시초소구분코드,코드,Y,생략
124,경계작전구분코드_C1,고정길이문자형,경계작전구분코드,코드,Y,생략
125,경계작전유형코드_C1,고정길이문자형,경계작전유형코드,코드,Y,생략
126,경계작전지역구분코드_C1,고정길이문자형,경계작전지역구분코드,코드,Y,생략
127,경도_V12,가변길이문자형,경도,좌표,N,생략
128,경도_V8,가변길이문자형,경도,좌표,Y,생략
129,경로_V100,가변길이문자형,경로,텍스트,Y,생략
130,경로_V1000,가변길이문자형,경로,텍스트,N,생략
131,경로_V500,가변길이문자형,경로,텍스트,N,생략
132,경로번호_V10,가변길이문자형,경로번호,번호,Y,생략
133,경로식별코드_C3,고정길이문자형,경로식별코드,코드,Y,생략
134,"경비_F15,2",실수,경비,금액,Y,생략
135,"경비_F22,2",실수,경비,금액,N,생략
136,"경사각_F6,2",실수,경사각,각도,Y,생략
137,계급구분코드_C2,고정길이문자형,계급구분코드,코드,Y,생략
138,계급코드_C3,고정길이문자형,계급코드,코드,Y,생략
139,"계수_F20,5",실수,계수,비율,N,생략
140,"계수_F4,2",실수,계수,비율,Y,생략
141,"계수_F8,4",실수,계수,비율,N,생략
142,계약구분코드_C1,고정길이문자형,계약구분코드,코드,Y,생략
143,계약금액형태코드_C1,고정길이문자형,계약금액형태코드,코드,Y,생략
144,계약기간형태코드_C1,고정길이문자형,계약기간형태코드,코드,Y,생략
145,계약대금수령지급구분코드_C1,고정길이문자형,계약대금수령지급구분코드,코드,Y,생략
146,계약목적코드_C1,고정길이문자형,계약목적코드,코드,Y,생략
147,계약문서번호_V22,가변길이문자형,계약문서번호,번호,Y,생략
148,계약방법코드_C1,고정길이문자형,계약방법코드,코드,Y,생략
149,계약번호_V20,가변길이문자형,계약번호,번호,Y,생략
150,계약변경사유코드_C1,고정길이문자형,계약변경사유코드,코드,Y,생략
151,계약서구분코드_C1,고정길이문자형,계약서구분코드,코드,Y,생략
152,계약서류제출자구분코드_C1,고정길이문자형,계약서류제출자구분코드,코드,Y,생략
153,계약예가형태코드_C2,고정길이문자형,계약예가형태코드,코드,Y,생략
154,계약유형코드_C1,고정길이문자형,계약유형코드,코드,Y,생략
155,계약주문서번호_V50,가변길이문자형,계약주문서번호,번호,Y,생략
156,계약지급금구분코드_C1,고정길이문자형,계약지급금구분코드,코드,Y,생략
157,계약진행상태코드_C1,고정길이문자형,계약진행상태코드,코드,Y,생략
158,계약집행유형코드_C1,고정길이문자형,계약집행유형코드,코드,Y,생략
159,계약참여형태코드_C1,고정길이문자형,계약참여형태코드,코드,Y,생략
160,계절코드_C1,고정길이문자형,계절코드,코드,Y,생략
161,계정과목구분코드_C1,고정길이문자형,계정과목구분코드,코드,Y,생략
162,계정과목코드_C10,고정길이문자형,계정과목코드,코드,Y,생략
163,계정상태코드_C2,고정길이문자형,계정상태코드,코드,Y,생략
164,계정코드_C2,고정길이문자형,계정코드,코드,Y,생략
165,계좌번호_V20,가변길이문자형,계좌번호,번호,Y,생략
166,계좌실명번호_V30,가변길이문자형,계좌실명번호,번호,Y,생략
167,계층번호_I15,정수,계층번호,번호,Y,생략
168,계획번호_V20,가변길이문자형,계획번호,번호,Y,생략
169,계획비계획구분코드_C1,고정길이문자형,계획비계획구분코드,코드,Y,생략
170,계획실적구분코드_C1,고정길이문자형,계획실적구분코드,코드,Y,생략
171,"고각_F6,3",실수,고각,각도,Y,생략
172,"고도_F20,10",실수,고도,차원,N,생략
173,고도_F22,실수,고도,차원,N,생략
174,"고도_F8,2",실수,고도,차원,Y,생략
175,고도기준선구분코드_C1,고정길이문자형,고도기준선구분코드,코드,Y,생략
176,고장영향유형코드_C1,고정길이문자형,고장영향유형코드,코드,Y,생략
177,고장원인코드_C2,고정길이문자형,고장원인코드,코드,Y,생략
178,고지서번호_V20,가변길이문자형,고지서번호,번호,Y,생략
179,공개첩보관리번호_I10,정수,공개첩보관리번호,번호,Y,생략
180,공개첩보대분류코드_C1,고정길이문자형,공개첩보대분류코드,코드,Y,생략
181,공개첩보중분류코드_C2,고정길이문자형,공개첩보중분류코드,코드,Y,생략
182,공격결과구분코드_C1,고정길이문자형,공격결과구분코드,코드,Y,생략
183,공격결과코드_C3,고정길이문자형,공격결과코드,코드,Y,생략
184,공격수준코드_C1,고정길이문자형,공격수준코드,코드,Y,생략
185,공격시기코드_C1,고정길이문자형,공격시기코드,코드,Y,생략
186,공고관리번호_V4,가변길이문자형,공고관리번호,번호,Y,생략
187,공고구분코드_C1,고정길이문자형,공고구분코드,코드,Y,생략
188,공고번호_V30,가변길이문자형,공고번호,번호,Y,생략
189,공급원별코드_C2,고정길이문자형,공급원별코드,코드,Y,생략
190,공무원유형코드_C2,고정길이문자형,공무원유형코드,코드,Y,생략
191,공문서번호_V30,가변길이문자형,공문서번호,번호,Y,생략
192,공병교량구분코드_C1,고정길이문자형,공병교량구분코드,코드,Y,생략
193,공병교량통과구분코드_C1,고정길이문자형,공병교량통과구분코드,코드,Y,생략
194,공병임무구분코드_C2,고정길이문자형,공병임무구분코드,코드,Y,생략
195,공병자산유형코드_C2,고정길이문자형,공병자산유형코드,코드,Y,생략
196,공부비치필구분코드_C2,고정길이문자형,공부비치필구분코드,코드,Y,생략
197,공사대금지급구분코드_C1,고정길이문자형,공사대금지급구분코드,코드,Y,생략
198,공사명령서번호_V11,가변길이문자형,공사명령서번호,번호,Y,생략
199,공사번호_V25,가변길이문자형,공사번호,번호,Y,생략
200,공사사업구분코드_C1,고정길이문자형,공사사업구분코드,코드,Y,생략
201,공사판단번호_V13,가변길이문자형,공사판단번호,번호,Y,생략
202,공사현장구분코드_C5,고정길이문자형,공사현장구분코드,코드,Y,생략
203,"공수_F13,3",실수,공수,수량,Y,생략
204,"공수_F15,6",실수,공수,수량,N,생략
205,공수_F3,실수,공수,수량,N,생략
206,공역통제계획번호_V18,가변길이문자형,공역통제계획번호,번호,Y,생략
207,공역통제명령번호_V18,가변길이문자형,공역통제명령번호,번호,Y,생략
208,공역통제수단단위코드_C1,고정길이문자형,공역통제수단단위코드,코드,Y,생략
209,공역통제수단번호_V13,가변길이문자형,공역통제수단번호,번호,Y,생략
210,공역통제수단분류코드_C2,고정길이문자형,공역통제수단분류코드,코드,Y,생략
211,공역통제요청번호_V13,가변길이문자형,공역통제요청번호,번호,Y,생략
212,공역형태코드_C2,고정길이문자형,공역형태코드,코드,Y,생략
213,공적분야코드_C2,고정길이문자형,공적분야코드,코드,Y,생략
214,공정번호_V15,가변길이문자형,공정번호,번호,Y,생략
215,공제코드_C3,고정길이문자형,공제코드,코드,Y,생략
216,공종구분코드_C3,고정길이문자형,공종구분코드,코드,Y,생략
217,공증번호_V15,가변길이문자형,공증번호,번호,Y,생략
218,공지번호_V10,가변길이문자형,공지번호,번호,Y,생략
219,공항번호_V5,가변길이문자형,공항번호,번호,Y,생략
220,과목번호_I2,정수,과목번호,번호,Y,생략
221,관급품목구분코드_C1,고정길이문자형,관급품목구분코드,코드,Y,생략
222,관련시설종류번호_V5,가변길이문자형,관련시설종류번호,번호,Y,생략
223,관리계획구분코드_C2,고정길이문자형,관리계획구분코드,코드,Y,생략
224,관리계획사유코드_C2,고정길이문자형,관리계획사유코드,코드,Y,생략
225,관리계획승인기관코드_C1,고정길이문자형,관리계획승인기관코드,코드,Y,생략
226,관리계획진행상태코드_C2,고정길이문자형,관리계획진행상태코드,코드,Y,생략
227,관리번호_I15,정수,관리번호,번호,Y,생략
228,관리자입력규격분류코드_C1,고정길이문자형,관리자입력규격분류코드,코드,Y,생략
229,관리전환거리구분코드_C1,고정길이문자형,관리전환거리구분코드,코드,Y,생략
230,관리청지정신청구분코드_C2,고정길이문자형,관리청지정신청구분코드,코드,Y,생략
231,관세품목분류코드_C2,고정길이문자형,관세품목분류코드,코드,Y,생략
232,관심지역번호_V3,가변길이문자형,관심지역번호,번호,Y,생략
233,관심타격지역번호_V4,가변길이문자형,관심타격지역번호,번호,Y,생략
234,관측수단구분코드_C1,고정길이문자형,관측수단구분코드,코드,Y,생략
235,관하번호_V11,가변길이문자형,관하번호,번호,Y,생략
236,광도_V6,가변길이문자형,광도,비율,Y,생략
237,교량번호_V10,가변길이문자형,교량번호,번호,Y,생략
238,교량작업자산구분코드_C1,고정길이문자형,교량작업자산구분코드,코드,Y,생략
239,교범번호_V30,가변길이문자형,교범번호,번호,Y,생략
240,교육과정번호_V3,가변길이문자형,교육과정번호,번호,Y,생략
241,교육코드_C3,고정길이문자형,교육코드,코드,Y,생략
242,교전규칙구분코드_C1,고정길이문자형,교전규칙구분코드,코드,Y,생략
243,교체번호_V15,가변길이문자형,교체번호,번호,Y,생략
244,교통망구분코드_C2,고정길이문자형,교통망구분코드,코드,Y,생략
245,교통혼잡도구분코드_C1,고정길이문자형,교통혼잡도구분코드,코드,Y,생략
246,구간번호_V18,가변길이문자형,구간번호,번호,Y,생략
247,"구경_F11,1",실수,구경,차원,Y,생략
248,"구경_F8,2",실수,구경,차원,N,생략
249,구경코드_C3,고정길이문자형,구경코드,코드,Y,생략
250,구름량기상코드_C1,고정길이문자형,구름량기상코드,코드,Y,생략
251,구름량코드_C2,고정길이문자형,구름량코드,코드,Y,생략
252,구매번호_V15,가변길이문자형,구매번호,번호,Y,생략
253,구매요청번호_V10,가변길이문자형,구매요청번호,번호,Y,생략
254,구매품목구분코드_C1,고정길이문자형,구매품목구분코드,코드,Y,생략
255,구성번호_V8,가변길이문자형,구성번호,번호,Y,생략
256,구성원번호_V10,가변길이문자형,구성원번호,번호,Y,생략
257,구성원식별번호_V13,가변길이문자형,구성원식별번호,번호,Y,생략
258,구역구분코드_C1,고정길이문자형,구역구분코드,코드,Y,생략
259,구역번호_V20,가변길이문자형,구역번호,번호,Y,생략
260,국가기술자격등급코드_C2,고정길이문자형,국가기술자격등급코드,코드,Y,생략
261,국가기술자격직무분야코드_C2,고정길이문자형,국가기술자격직무분야코드,코드,Y,생략
262,국가부호국코드_C2,고정길이문자형,국가부호국코드,코드,Y,생략
263,국가자격면허코드_C7,고정길이문자형,국가자격면허코드,코드,Y,생략
264,국가재고번호_V13,가변길이문자형,국가재고번호,번호,Y,생략
265,국가재고번호변경코드_C2,고정길이문자형,국가재고번호변경코드,코드,Y,생략
266,국가재고번호형태코드_C1,고정길이문자형,국가재고번호형태코드,코드,Y,생략
267,국가주요시설등급코드_C2,고정길이문자형,국가주요시설등급코드,코드,Y,생략
268,국가채무관리계획상태코드_C1,고정길이문자형,국가채무관리계획상태코드,코드,Y,생략
269,국가품목식별번호_V9,가변길이문자형,국가품목식별번호,번호,Y,생략
270,국고계좌기능코드_C3,고정길이문자형,국고계좌기능코드,코드,Y,생략
271,국고채무부담행위요청번호_V17,가변길이문자형,국고채무부담행위요청번호,번호,Y,생략
272,국내외구분코드_C1,고정길이문자형,국내외구분코드,코드,Y,생략
273,국방사업구분코드_C1,고정길이문자형,국방사업구분코드,코드,Y,생략
274,국산대체심사확정구분코드_C1,고정길이문자형,국산대체심사확정구분코드,코드,Y,생략
275,국유재산결산유형코드_C2,고정길이문자형,국유재산결산유형코드,코드,Y,생략
276,국유재산계약매각유형코드_C1,고정길이문자형,국유재산계약매각유형코드,코드,Y,생략
277,국유재산계약목적구분코드_C1,고정길이문자형,국유재산계약목적구분코드,코드,Y,생략
278,국유재산계약사용자구분코드_C1,고정길이문자형,국유재산계약사용자구분코드,코드,Y,생략
279,국유재산관리계획안처리상태코드_C1,고정길이문자형,국유재산관리계획안처리상태코드,코드,Y,생략
280,국유재산관리구분코드_C2,고정길이문자형,국유재산관리구분코드,코드,Y,생략
281,국유재산관리유형코드_C3,고정길이문자형,국유재산관리유형코드,코드,Y,생략
282,국유재산관리처분목적코드_C4,고정길이문자형,국유재산관리처분목적코드,코드,Y,생략
283,국유재산관리처분유형코드_C2,고정길이문자형,국유재산관리처분유형코드,코드,Y,생략
284,국유재산구분코드_C1,고정길이문자형,국유재산구분코드,코드,Y,생략
285,국유재산사용주체코드_C2,고정길이문자형,국유재산사용주체코드,코드,Y,생략
286,국유재산상세유형코드_C3,고정길이문자형,국유재산상세유형코드,코드,Y,생략
287,국유재산상세종류코드_C3,고정길이문자형,국유재산상세종류코드,코드,Y,생략
288,국유재산유형코드_C1,고정길이문자형,국유재산유형코드,코드,Y,생략
289,국유재산점유대부유형코드_C2,고정길이문자형,국유재산점유대부유형코드,코드,Y,생략
290,국유재산종류코드_C1,고정길이문자형,국유재산종류코드,코드,Y,생략
291,국유재산증감사유코드_C3,고정길이문자형,국유재산증감사유코드,코드,Y,생략
292,국유재산증감코드_C1,고정길이문자형,국유재산증감코드,코드,Y,생략
293,국유화제외구분코드_C2,고정길이문자형,국유화제외구분코드,코드,Y,생략
294,국유화제외사유코드_C2,고정길이문자형,국유화제외사유코드,코드,Y,생략
295,국제입찰구분코드_C1,고정길이문자형,국제입찰구분코드,코드,Y,생략
296,국제입찰제외사유구분코드_C2,고정길이문자형,국제입찰제외사유구분코드,코드,Y,생략
297,국제통화코드_C3,고정길이문자형,국제통화코드,코드,Y,생략
298,국지도발대비상태코드_C1,고정길이문자형,국지도발대비상태코드,코드,Y,생략
299,군구분코드_C1,고정길이문자형,군구분코드,코드,Y,생략
300,군국가구분코드_C3,고정길이문자형,군국가구분코드,코드,Y,생략
301,군급분류코드_C4,고정길이문자형,군급분류코드,코드,Y,생략
302,군내군외구분코드_C1,고정길이문자형,군내군외구분코드,코드,Y,생략
303,군대부호코드_C15,고정길이문자형,군대부호코드,코드,Y,생략
304,군무원유형코드_C1,고정길이문자형,군무원유형코드,코드,Y,생략
305,군무원직렬코드_C3,고정길이문자형,군무원직렬코드,코드,Y,생략
306,군민간구분코드_C1,고정길이문자형,군민간구분코드,코드,Y,생략
307,군번_V15,가변길이문자형,군번,번호,Y,생략
308,군별코드_C1,고정길이문자형,군별코드,코드,Y,생략
309,군사전략정보요구서수집기관번호_V5,가변길이문자형,군사전략정보요구서수집기관번호,번호,Y,생략
310,군사전략정보요구서첩보요구번호_V5,가변길이문자형,군사전략정보요구서첩보요구번호,번호,Y,생략
311,군수공장분야코드_C2,고정길이문자형,군수공장분야코드,코드,Y,생략
312,군수지원긴요코드_C1,고정길이문자형,군수지원긴요코드,코드,Y,생략
313,군수품소모유형코드_C1,고정길이문자형,군수품소모유형코드,코드,Y,생략
314,군인신분코드_C2,고정길이문자형,군인신분코드,코드,Y,생략
315,굵기_I10,정수,굵기,체적,Y,생략
316,권리보전기조치사유코드_C2,고정길이문자형,권리보전기조치사유코드,코드,Y,생략
317,귀금속표시코드_C2,고정길이문자형,귀금속표시코드,코드,Y,생략
318,규격기능코드_C1,고정길이문자형,규격기능코드,코드,Y,생략
319,규격번호_V20,가변길이문자형,규격번호,번호,Y,생략
320,규격상태코드_C1,고정길이문자형,규격상태코드,코드,Y,생략
321,규격서번호_V15,가변길이문자형,규격서번호,번호,Y,생략
322,규격제정기관코드_C1,고정길이문자형,규격제정기관코드,코드,Y,생략
323,규격제정사유코드_C1,고정길이문자형,규격제정사유코드,코드,Y,생략
324,규격제정코드_C1,고정길이문자형,규격제정코드,코드,Y,생략
325,규격종류코드_C1,고정길이문자형,규격종류코드,코드,Y,생략
326,그룹번호_V15,가변길이문자형,그룹번호,번호,Y,생략
327,그림번호_V25,가변길이문자형,그림번호,번호,Y,생략
328,근거_V1000,가변길이문자형,근거,텍스트,N,생략
329,근거_V4000,가변길이문자형,근거,텍스트,N,생략
330,근거_V500,가변길이문자형,근거,텍스트,Y,생략
331,근거번호_V22,가변길이문자형,근거번호,번호,Y,생략
332,근접항공지원군구분코드_C1,고정길이문자형,근접항공지원군구분코드,코드,Y,생략
333,근접항공지원요망공격일시코드_C1,고정길이문자형,근접항공지원요망공격일시코드,코드,Y,생략
334,글번호_I10,정수,글번호,번호,Y,생략
335,"금리_F7,4",실수,금리,금액,Y,생략
336,금액_F10,실수,금액,금액,N,생략
337,"금액_F15,2",실수,금액,금액,N,생략
338,"금액_F22,2",실수,금액,금액,Y,생략
339,금액단위코드_C2,고정길이문자형,금액단위코드,코드,Y,생략
340,금융기관대표코드_C3,고정길이문자형,금융기관대표코드,코드,Y,생략
341,금융기관코드_C7,고정길이문자형,금융기관코드,코드,Y,생략
342,급수_V15,가변길이문자형,급수,식별자,N,생략
343,급수_V3,가변길이문자형,급수,식별자,Y,생략
344,급식구분코드_C1,고정길이문자형,급식구분코드,코드,Y,생략
345,급식의료집행일련번호_V36,가변길이문자형,급식의료집행일련번호,번호,Y,생략
346,급유대번호_V2,가변길이문자형,급유대번호,번호,Y,생략
347,급지도서구분코드_C1,고정길이문자형,급지도서구분코드,코드,Y,생략
348,급지코드_C2,고정길이문자형,급지코드,코드,Y,생략
349,"기간_F15,5",실수,기간,시간,N,생략
350,기간_F20,실수,기간,시간,N,생략
351,기간_F6,실수,기간,시간,Y,생략
352,기간단위코드_C2,고정길이문자형,기간단위코드,코드,Y,생략
353,기관번호_V20,가변길이문자형,기관번호,번호,Y,생략
354,기관위치코드_C2,고정길이문자형,기관위치코드,코드,Y,생략
355,기관코드_C7,고정길이문자형,기관코드,코드,Y,생략
356,기념일구분코드_C1,고정길이문자형,기념일구분코드,코드,Y,생략
357,기능발휘상태코드_C1,고정길이문자형,기능발휘상태코드,코드,Y,생략
358,기능부호계층번호_V50,가변길이문자형,기능부호계층번호,번호,Y,생략
359,기능실코드_C4,고정길이문자형,기능실코드,코드,Y,생략
360,기능적상태구분코드_C3,고정길이문자형,기능적상태구분코드,코드,Y,생략
361,기동장애물종류코드_C2,고정길이문자형,기동장애물종류코드,코드,Y,생략
362,기동장애물진척코드_C1,고정길이문자형,기동장애물진척코드,코드,Y,생략
363,기동편성규모코드_C1,고정길이문자형,기동편성규모코드,코드,Y,생략
364,기뢰감응방식코드_C2,고정길이문자형,기뢰감응방식코드,코드,Y,생략
365,기뢰부설구분코드_C1,고정길이문자형,기뢰부설구분코드,코드,Y,생략
366,기뢰설치방식코드_C1,고정길이문자형,기뢰설치방식코드,코드,Y,생략
367,기물번호_I12,정수,기물번호,번호,Y,생략
368,기본표적일람번호_V10,가변길이문자형,기본표적일람번호,번호,Y,생략
369,기상대코드_C2,고정길이문자형,기상대코드,코드,Y,생략
370,기상및해양부호코드_C1,고정길이문자형,기상및해양부호코드,코드,Y,생략
371,기상영상구분코드_C1,고정길이문자형,기상영상구분코드,코드,Y,생략
372,기상지역코드_C4,고정길이문자형,기상지역코드,코드,Y,생략
373,기상지점코드_C4,고정길이문자형,기상지점코드,코드,Y,생략
374,기상첨부파일종류코드_C1,고정길이문자형,기상첨부파일종류코드,코드,Y,생략
375,기상청예보구역코드_C7,고정길이문자형,기상청예보구역코드,코드,Y,생략
376,기상출처구분코드_C1,고정길이문자형,기상출처구분코드,코드,Y,생략
377,기상코드_C2,고정길이문자형,기상코드,코드,Y,생략
378,기상특보발표종류코드_C1,고정길이문자형,기상특보발표종류코드,코드,Y,생략
379,기상특보종류코드_C2,고정길이문자형,기상특보종류코드,코드,Y,생략
380,기수_V20,가변길이문자형,기수,비율,Y,생략
381,기수_V4,가변길이문자형,기수,비율,N,생략
382,기술검사구분코드_C1,고정길이문자형,기술검사구분코드,코드,Y,생략
383,기술문서번호_V20,가변길이문자형,기술문서번호,번호,Y,생략
384,기술자료번호_I5,정수,기술자료번호,번호,Y,생략
385,기술지원번호_V10,가변길이문자형,기술지원번호,번호,Y,생략
386,"기압_F8,2",실수,기압,비율,Y,생략
