업체명,법인기업여부,최종업종코드,최종업종명,보증취급일자,취급종류,자금용도,보증상대처,보증금액범위
칸****,여,C29271,반도체 제조용 기계 제조업,2020-10-12,대출보증,운전자금,신한은행,1억미만
성****,부,C25941,볼트 및 너트류 제조업,2020-10-28,대출보증,운전자금,기업은행,1억이상 3억미만
수****,여,G46313,육류 도매업,2020-07-27,대출보증,운전자금,기업은행,1억이상 3억미만
바****,여,G46592,의료기기 도매업,2020-08-14,대출보증,운전자금,신한은행,1억미만
윈****,여,G47312,통신기기 소매업,2020-07-28,대출보증,운전자금,기업은행,1억이상 3억미만
여****,여,N75122,상용 인력 공급 및 인사관리 서비스업,2020-08-12,대출보증,운전자금,신한은행,1억이상 3억미만
어****,여,C10129,육류 기타 가공 및 저장처리업 (가금류 제외),2020-08-21,대출보증,운전자금,신한은행,1억미만
신****,부,C24321,알루미늄주물 주조업,2020-08-10,대출보증,운전자금,신한은행,3억이상 5억미만
엠****,여,G46442,의료용품 도매업,2020-07-27,대출보증,운전자금,기업은행,1억이상 3억미만
엘****,여,F42132,콘크리트 및 철근 공사업,2020-09-10,대출보증,운전자금,대구은행,1억이상 3억미만
오****,여,C22299,그 외 기타 플라스틱 제품 제조업,2020-08-03,대출보증,운전자금,기업은행,1억이상 3억미만
단****,여,G46413,남녀용 겉옷 및 셔츠 도매업,2020-09-02,대출보증,운전자금,기업은행,3억이상 5억미만
한****,여,G46109,상품 종합 중개업,2020-09-04,대출보증,운전자금,신한은행,5억이상
현****,여,C29299,그 외 기타 특수목적용 기계 제조업,2020-08-11,대출보증,운전자금,기업은행,1억미만
태****,여,C31114,선박 구성 부분품 제조업,2020-10-12,대출보증,운전자금,기업은행,1억이상 3억미만
베****,부,C25113,육상 금속 골조 구조재 제조업,2020-08-14,대출보증,운전자금,신한은행,1억이상 3억미만
동****,여,F42600,건설장비 운영업,2020-08-14,대출보증,운전자금,기업은행,1억이상 3억미만
탑****,부,G46202,종자 및 묘목 도매업,2020-08-20,대출보증,운전자금,신한은행,1억미만
한****,여,G46699,그 외 기타 건축자재 도매업,2020-08-12,대출보증,운전자금,신한은행,1억이상 3억미만
홍****,부,G47419,기타 의복 소매업,2020-08-13,대출보증,운전자금,기업은행,1억이상 3억미만
승****,여,F42311,일반전기 공사업,2020-08-28,대출보증,운전자금,대구은행,1억이상 3억미만
선****,여,G46691,도료 도매업,2020-08-14,대출보증,운전자금,기업은행,1억이상 3억미만
다****,여,H49301,일반 화물자동차 운송업,2020-09-21,대출보증,운전자금,기업은행,1억이상 3억미만
명****,여,A02040,임업 관련 서비스업,2020-08-21,대출보증,운전자금,기업은행,1억미만
늘****,여,C10302,과실 및 그 외 채소 절임식품 제조업,2020-10-05,대출보증,운전자금,기업은행,1억미만
제****,여,F42311,일반전기 공사업,2020-08-27,대출보증,운전자금,기업은행,1억이상 3억미만
온****,여,J63120,포털 및 기타 인터넷 정보매개 서비스업,2020-08-26,대출보증,운전자금,기업은행,1억이상 3억미만
어****,여,I56111,한식 일반 음식점업,2020-08-07,대출보증,운전자금,기업은행,1억이상 3억미만
웅****,여,C18112,스크린 인쇄업,2020-08-21,대출보증,운전자금,신한은행,1억이상 3억미만
코****,여,C26321,기억장치 제조업,2020-08-04,대출보증,운전자금,기업은행,1억이상 3억미만
리****,여,G47912,전자상거래 소매업,2020-10-16,대출보증,운전자금,기업은행,1억이상 3억미만
석****,여,F42322,내부 통신배선 공사업,2020-08-28,대출보증,운전자금,신한은행,1억이상 3억미만
라****,여,G46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",2020-08-11,대출보증,운전자금,기업은행,1억미만
큰****,여,C32099,그 외 기타 가구 제조업,2020-09-24,대출보증,운전자금,기업은행,1억이상 3억미만
우****,부,G47912,전자상거래 소매업,2020-08-11,대출보증,운전자금,대구은행,1억미만
제****,여,H52992,"화물운송 중개, 대리 및 관련 서비스업",2020-08-07,대출보증,운전자금,기업은행,1억이상 3억미만
에****,여,C30201,차체 및 특장차 제조업,2020-09-07,대출보증,운전자금,신한은행,1억이상 3억미만
이****,여,G46595,전기용 기계ㆍ장비 및 관련 기자재 도매업,2020-08-31,대출보증,운전자금,기업은행,1억미만
선****,여,G46721,1차 금속제품 도매업,2020-08-19,대출보증,운전자금,신한은행,1억미만
시****,여,G46441,의약품 도매업,2020-09-03,대출보증,운전자금,신한은행,1억이상 3억미만
더****,부,G46313,육류 도매업,2020-08-31,대출보증,운전자금,신한은행,1억이상 3억미만
트****,여,G46464,운동 및 경기용품 도매업,2020-08-26,대출보증,운전자금,기업은행,1억이상 3억미만
지****,여,F42201,배관 및 냉ㆍ난방 공사업,2020-09-09,대출보증,운전자금,신한은행,1억미만
지****,여,G46443,화장품 및 화장용품 도매업,2020-09-07,대출보증,운전자금,신한은행,1억이상 3억미만
장****,부,H52991,통관 대리 및 관련서비스업,2020-08-21,대출보증,운전자금,신한은행,1억이상 3억미만
선****,여,C13403,날염 가공업,2020-08-21,대출보증,운전자금,신한은행,1억이상 3억미만
선****,여,F42311,일반전기 공사업,2020-08-24,대출보증,운전자금,기업은행,1억이상 3억미만
하****,부,C29271,반도체 제조용 기계 제조업,2020-09-02,대출보증,운전자금,신한은행,1억미만
한****,여,G46331,주류 도매업,2020-09-10,대출보증,운전자금,기업은행,3억이상 5억미만
슈****,여,G47711,운송장비용 주유소 운영업,2020-08-31,대출보증,운전자금,신한은행,1억이상 3억미만
에****,여,G46104,목재 및 건축자재 중개업,2020-08-14,대출보증,운전자금,신한은행,1억미만
달****,여,G47215,"채소, 과실 및 뿌리작물 소매업",2020-09-10,대출보증,운전자금,신한은행,1억미만
필****,여,G46321,육류 가공식품 도매업,2020-08-28,대출보증,운전자금,기업은행,1억이상 3억미만
대****,여,M71310,광고 대행업,2020-09-02,대출보증,운전자금,기업은행,1억이상 3억미만
리****,여,G46595,전기용 기계ㆍ장비 및 관련 기자재 도매업,2020-10-20,대출보증,운전자금,신한은행,1억이상 3억미만
좋****,여,G47912,전자상거래 소매업,2020-09-01,대출보증,운전자금,신한은행,1억이상 3억미만
곡****,여,C10619,기타 곡물 가공품 제조업,2020-09-04,대출보증,운전자금,신한은행,1억미만
씨****,여,F42131,철골 및 관련 구조물 공사업,2020-08-28,대출보증,운전자금,신한은행,1억이상 3억미만
캡****,여,M73201,인테리어 디자인업,2020-09-10,대출보증,운전자금,신한은행,1억이상 3억미만
진****,부,G46733,플라스틱물질 및 합성고무 도매업,2020-08-26,대출보증,운전자금,기업은행,1억이상 3억미만
울****,여,C22221,벽 및 바닥 피복용 플라스틱제품 제조업,2020-09-14,대출보증,운전자금,신한은행,1억이상 3억미만
윈****,여,C27215,기기용 자동측정 및 제어장치 제조업,2020-08-13,대출보증,운전자금,신한은행,1억이상 3억미만
태****,부,C29210,농업 및 임업용 기계 제조업,2020-08-31,대출보증,운전자금,기업은행,1억이상 3억미만
두****,부,G46319,기타 신선식품 및 단순 가공식품 도매업,2020-09-10,대출보증,운전자금,기업은행,1억이상 3억미만
대****,부,G46102,음ㆍ식료품 및 담배 중개업,2020-09-21,대출보증,운전자금,신한은행,1억미만
음****,여,G46313,육류 도매업,2020-09-02,대출보증,운전자금,신한은행,1억이상 3억미만
위****,여,G46443,화장품 및 화장용품 도매업,2020-09-22,대출보증,운전자금,기업은행,3억이상 5억미만
케****,여,G45120,중고 자동차 판매업,2020-10-16,대출보증,운전자금,기업은행,1억이상 3억미만
프****,여,J58222,응용 소프트웨어 개발 및 공급업,2020-09-22,대출보증,운전자금,기업은행,1억미만
대****,여,C30399,그 외 자동차용 신품 부품 제조업,2020-08-26,대출보증,운전자금,기업은행,1억이상 3억미만
재****,여,G47217,건강보조식품 소매업,2020-08-24,대출보증,운전자금,신한은행,1억미만
오****,여,C20423,화장품 제조업,2020-09-29,대출보증,운전자금,기업은행,1억이상 3억미만
틸****,여,C28121,"전기회로 개폐, 보호장치 제조업",2020-09-07,대출보증,운전자금,신한은행,1억미만
제****,여,F42121,토공사업,2020-09-07,대출보증,운전자금,기업은행,1억이상 3억미만
지****,여,C32021,주방용 및 음식점용 목재가구 제조업,2020-09-17,대출보증,운전자금,기업은행,1억이상 3억미만
피****,여,C26310,컴퓨터 제조업,2020-08-31,대출보증,운전자금,신한은행,1억이상 3억미만
대****,여,G46611,원목 및 건축관련 목제품 도매업,2020-08-24,대출보증,운전자금,기업은행,1억이상 3억미만
스****,여,G45110,자동차 신품 판매업,2020-11-02,대출보증,운전자금,신한은행,5억이상
수****,여,G46612,"골재, 벽돌 및 시멘트 도매업",2020-10-16,대출보증,운전자금,신한은행,1억미만
디****,여,M72111,건축설계 및 관련 서비스업,2020-09-08,대출보증,운전자금,신한은행,1억이상 3억미만
현****,여,C29111,내연기관 제조업,2020-09-17,대출보증,운전자금,신한은행,5억이상
모****,여,J58222,응용 소프트웨어 개발 및 공급업,2020-09-04,대출보증,운전자금,신한은행,1억미만
아****,여,C27216,산업처리공정 제어장비 제조업,2020-09-15,대출보증,운전자금,기업은행,1억이상 3억미만
지****,여,H49301,일반 화물자동차 운송업,2020-08-26,대출보증,운전자금,기업은행,1억이상 3억미만
케****,여,F42412,"도배, 실내장식 및 내장 목공사업",2020-09-10,대출보증,운전자금,기업은행,1억미만
약****,부,S96113,피부 미용업,2020-09-29,대출보증,운전자금,신한은행,1억이상 3억미만
백****,부,C32021,주방용 및 음식점용 목재가구 제조업,2020-09-07,대출보증,운전자금,신한은행,1억미만
동****,여,H49231,택시 운송업,2020-09-04,대출보증,운전자금,신한은행,1억이상 3억미만
남****,부,G47711,운송장비용 주유소 운영업,2020-08-31,대출보증,운전자금,기업은행,1억이상 3억미만
호****,부,G46313,육류 도매업,2020-09-14,대출보증,운전자금,신한은행,1억이상 3억미만
지****,부,G46721,1차 금속제품 도매업,2020-09-07,대출보증,운전자금,신한은행,1억미만
지****,여,G46532,건설ㆍ광업용 기계 및 장비 도매업,2020-09-16,대출보증,운전자금,신한은행,1억이상 3억미만
장****,여,G46592,의료기기 도매업,2020-09-22,대출보증,운전자금,신한은행,1억미만
엠****,여,G46329,기타 가공식품 도매업,2020-09-25,대출보증,운전자금,기업은행,1억이상 3억미만
태****,여,G46595,전기용 기계ㆍ장비 및 관련 기자재 도매업,2020-09-22,대출보증,운전자금,신한은행,1억이상 3억미만
크****,여,F42412,"도배, 실내장식 및 내장 목공사업",2020-11-13,대출보증,운전자금,신한은행,1억이상 3억미만
디****,여,C34019,기타 일반 기계 및 장비 수리업,2020-09-25,대출보증,운전자금,기업은행,1억이상 3억미만
제****,여,M71310,광고 대행업,2020-09-17,대출보증,운전자금,기업은행,1억이상 3억미만
농****,여,G46312,"채소류, 서류 및 향신작물류 도매업",2020-09-25,대출보증,운전자금,기업은행,1억이상 3억미만
일****,여,S95211,자동차 종합 수리업,2020-09-16,대출보증,운전자금,신한은행,1억이상 3억미만
대****,부,F42201,배관 및 냉ㆍ난방 공사업,2020-09-16,대출보증,운전자금,대구은행,1억미만
디****,여,C26222,경성 인쇄회로기판 제조업,2020-09-18,대출보증,운전자금,기업은행,1억이상 3억미만
같****,여,I56111,한식 일반 음식점업,2020-09-28,대출보증,운전자금,기업은행,1억미만
글****,부,G47912,전자상거래 소매업,2020-09-28,대출보증,운전자금,신한은행,1억미만
광****,여,G47312,통신기기 소매업,2020-09-21,대출보증,운전자금,기업은행,1억미만
한****,여,C29132,기체 펌프 및 압축기 제조업,2020-10-07,대출보증,운전자금,신한은행,1억이상 3억미만
동****,여,C22232,포장용 플라스틱 성형용기 제조업,2020-10-30,대출보증,운전자금,기업은행,1억이상 3억미만
리****,여,C29271,반도체 제조용 기계 제조업,2020-10-15,대출보증,운전자금,기업은행,1억이상 3억미만
승****,여,G46612,"골재, 벽돌 및 시멘트 도매업",2020-10-20,대출보증,운전자금,신한은행,1억이상 3억미만
제****,여,C27191,치과용 기기 제조업,2020-10-13,대출보증,운전자금,기업은행,1억이상 3억미만
한****,부,G46531,농림업용 기계 및 장비 도매업,2020-10-15,대출보증,운전자금,기업은행,1억미만
