일련번호,용도,업종,규모,신용평가기관,등급,발행일,표면금리
3611,차환,건설업,소기업,신보,K15,2017-10-26,5.47
3612,차환,도매 및 소매업,중기업,신보,K11,2017-10-26,5.47
3613,차환,건설업,소기업,신보,K14,2017-10-26,5.52
3614,차환,제조업,중기업,신보,K12,2017-10-26,5.57
3615,차환,제조업,소기업,신보,K12,2017-10-26,5.57
3616,차환,육상 운송 및 파이프라인 운송업,소기업,신보,K14,2017-10-26,5.57
3617,차환,도매 및 소매업,중기업,신보,K12,2017-10-26,5.57
3618,차환,제조업,소기업,신보,K12,2017-10-26,5.67
3619,차환,제조업,중기업,신보,K12,2017-10-26,5.67
3620,차환,도매 및 소매업,중기업,신보,K13,2017-10-26,5.67
3621,차환,제조업,중기업,신보,K11,2017-10-26,5.67
3622,차환,도매 및 소매업,소기업,신보,K13,2017-10-26,5.67
3623,차환,제조업,중기업,신보,K14,2017-10-26,5.67
3624,차환,제조업,중기업,신보,K11,2017-10-26,5.67
3625,차환,제조업,소기업,신보,K14,2017-10-26,5.67
3626,차환,건설업,중기업,신보,K11,2017-10-26,5.67
3627,차환,육상 운송 및 파이프라인 운송업,소기업,신보,K12,2017-10-26,5.67
3628,차환,건설업,소기업,신보,K15,2017-10-26,5.67
3629,차환,제조업,소기업,신보,K14,2017-10-26,5.67
3630,차환,건설업,소기업,신보,K11,2017-10-26,5.67
3631,차환,도매 및 소매업,소기업,신보,K12,2017-10-26,5.72
3632,차환,제조업,중기업,신보,K15,2017-10-26,5.72
3633,차환,건설업,소기업,신보,K14,2017-10-26,5.77
3634,차환,제조업,중견기업,신평사,B-,2017-10-26,5.77
3635,차환,제조업,소기업,신보,K12,2017-10-26,5.87
3636,차환,도매 및 소매업,중기업,신보,K12,2017-10-26,5.87
3637,차환,도매 및 소매업,중기업,신보,K14,2017-10-26,5.87
3638,차환,도매 및 소매업,한시성중소기업,신보,K13,2017-10-26,5.87
3639,차환,제조업,소기업,신보,K13,2017-10-26,5.87
3640,신규,제조업,중기업,신보,K1,2017-11-27,3.12
3641,신규,도매 및 소매업,소기업,신보,K1,2017-11-27,3.22
3642,신규,제조업,중기업,신보,K1,2017-11-27,3.32
3643,신규,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,K1,2017-11-27,3.32
3644,신규,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,K1,2017-11-27,3.32
3645,신규,제조업,소기업,신보,K1,2017-11-27,3.32
3646,신규,제조업,중기업,신보,K1,2017-11-27,3.32
3647,신규,제조업,중기업,신보,K1,2017-11-27,3.32
3648,신규,제조업,중기업,신보,K1,2017-11-27,3.32
3649,신규,제조업,중기업,신보,K1,2017-11-27,3.32
3650,신규,제조업,중기업,신보,K2,2017-11-27,3.32
3651,신규,도매 및 소매업,중기업,신보,K1,2017-11-27,3.32
3652,차환,제조업,소기업,신보,K1,2017-11-27,3.34
3653,차환,보건업,중기업,신보,K1,2017-11-27,3.39
3654,신규,제조업,소기업,신보,K2,2017-11-27,3.42
3655,신규,도매 및 소매업,중기업,신보,K1,2017-11-27,3.42
3656,신규,도매 및 소매업,중기업,신보,K1,2017-11-27,3.42
3657,차환,도매 및 소매업,중기업,신보,K1,2017-11-27,3.44
3658,차환,도매 및 소매업,소기업,신보,K6,2017-11-27,3.44
3659,신규,제조업,소기업,신보,K2,2017-11-27,3.52
3660,신규,제조업,소기업,신보,K2,2017-11-27,3.52
3661,신규,제조업,중기업,신보,K2,2017-11-27,3.52
3662,신규,제조업,소기업,신보,K2,2017-11-27,3.52
3663,신규,제조업,중기업,신보,K2,2017-11-27,3.52
3664,신규,제조업,소기업,신보,K2,2017-11-27,3.52
3665,신규,건설업,중기업,신보,K3,2017-11-27,3.52
3666,신규,도매 및 소매업,중기업,신보,K2,2017-11-27,3.52
3667,신규,보건업,중기업,신보,K2,2017-11-27,3.52
3668,신규,건설업,중견기업,신평사,BBB,2017-11-27,3.52
3669,신규,제조업,소기업,신보,K2,2017-11-27,3.52
3670,신규,제조업,중기업,신보,K2,2017-11-27,3.52
3671,신규,도매 및 소매업,중기업,신보,K2,2017-11-27,3.52
3672,신규,제조업,중기업,신보,K2,2017-11-27,3.52
3673,신규,도매 및 소매업,중기업,신보,K2,2017-11-27,3.52
3674,신규,육상 운송 및 파이프라인 운송업,중기업,신보,K2,2017-11-27,3.52
3675,신규,도매 및 소매업,중견기업,신평사,BBB,2017-11-27,3.52
3676,차환,제조업,중기업,신보,K2,2017-11-27,3.59
3677,차환,도매 및 소매업,소기업,신보,K2,2017-11-27,3.59
3678,차환,육상 운송 및 파이프라인 운송업,중기업,신보,K2,2017-11-27,3.59
3679,차환,도매 및 소매업,중기업,신보,K2,2017-11-27,3.59
3680,신규,도매 및 소매업,중기업,신보,K2,2017-11-27,3.62
3681,신규,도매 및 소매업,소기업,신보,K2,2017-11-27,3.62
3682,신규,제조업,소기업,신보,K3,2017-11-27,3.62
3683,신규,건설업,중기업,신보,K2,2017-11-27,3.62
3684,신규,제조업,소기업,신보,K2,2017-11-27,3.62
3685,신규,제조업,중기업,신보,K3,2017-11-27,3.62
3686,신규,도매 및 소매업,중기업,신보,K2,2017-11-27,3.62
3687,차환,도매 및 소매업,중기업,신보,K2,2017-11-27,3.64
3688,차환,제조업,중기업,신보,K2,2017-11-27,3.64
3689,차환,제조업,소기업,신보,K2,2017-11-27,3.64
3690,차환,제조업,중기업,신보,K2,2017-11-27,3.64
3691,차환,제조업,중기업,신보,K2,2017-11-27,3.69
3692,신규,도매 및 소매업,중견기업,신보,K2,2017-11-27,3.72
3693,신규,제조업,중견기업,신평사,BBB-,2017-11-27,3.72
3694,신규,제조업,중기업,신보,K3,2017-11-27,3.72
3695,신규,육상 운송 및 파이프라인 운송업,중기업,신보,K3,2017-11-27,3.72
3696,신규,"하수처리, 폐기물처리 및 청소관련 서비스업",소기업,신보,K3,2017-11-27,3.72
3697,신규,제조업,중기업,신보,K4,2017-11-27,3.72
3698,신규,제조업,중기업,신보,K3,2017-11-27,3.72
3699,신규,제조업,소기업,신보,K3,2017-11-27,3.82
3700,신규,제조업,소기업,신보,K3,2017-11-27,3.82
3701,신규,숙박음식업,중기업,신보,K3,2017-11-27,3.82
3702,신규,육상 운송 및 파이프라인 운송업,중기업,신보,K3,2017-11-27,3.82
3703,신규,도매 및 소매업,중기업,신보,K3,2017-11-27,3.82
3704,신규,도매 및 소매업,중기업,신보,K3,2017-11-27,3.82
3705,신규,도매 및 소매업,중기업,신보,K3,2017-11-27,3.82
3706,차환,제조업,소기업,신보,K3,2017-11-27,3.84
3707,차환,도매 및 소매업,중기업,신보,K3,2017-11-27,3.84
3708,차환,제조업,소기업,신보,K3,2017-11-27,3.84
3709,차환,제조업,소기업,신보,K3,2017-11-27,3.84
3710,차환,도매 및 소매업,중기업,신보,K3,2017-11-27,3.84
3711,차환,제조업,소기업,신보,K3,2017-11-27,3.89
3712,신규,제조업,중기업,신보,K4,2017-11-27,3.92
3713,신규,육상 운송 및 파이프라인 운송업,소기업,신보,K5,2017-11-27,3.92
3714,신규,도매 및 소매업,중기업,신보,K4,2017-11-27,3.92
3715,신규,도매 및 소매업,한시성중소기업,신보,K5,2017-11-27,3.92
3716,신규,정보처리 및 기타 컴퓨터 운영 관련업,소기업,신보,K4,2017-11-27,3.92
3717,신규,도매 및 소매업,중기업,신보,K4,2017-11-27,3.92
3718,신규,제조업,중기업,신보,K4,2017-11-27,3.92
3719,신규,도매 및 소매업,중기업,신보,K4,2017-11-27,3.92
3720,신규,도매 및 소매업,중기업,신보,K4,2017-11-27,3.92
3721,신규,제조업,중기업,신보,K4,2017-11-27,3.92
3722,신규,제조업,중기업,신보,K5,2017-11-27,3.92
3723,신규,제조업,중기업,신보,K4,2017-11-27,3.92
3724,신규,보건업,중기업,신보,K4,2017-11-27,3.92
3725,신규,제조업,소기업,신보,K4,2017-11-27,3.92
3726,신규,제조업,중기업,신보,K4,2017-11-27,3.92
3727,신규,제조업,중기업,신보,K4,2017-11-27,3.92
3728,차환,도매 및 소매업,중기업,신보,K3,2017-11-27,3.94
3729,차환,제조업,중기업,신보,K5,2017-11-27,3.99
3730,차환,육상 운송 및 파이프라인 운송업,중기업,신보,K4,2017-11-27,3.99
3731,신규,제조업,중기업,신보,K4,2017-11-27,4.02
3732,신규,도매 및 소매업,중기업,신보,K4,2017-11-27,4.02
3733,신규,도매 및 소매업,중기업,신보,K4,2017-11-27,4.02
3734,신규,건설업,소기업,신보,K4,2017-11-27,4.02
3735,신규,제조업,중기업,신보,K4,2017-11-27,4.02
3736,신규,건설업,소기업,신보,K4,2017-11-27,4.02
3737,신규,제조업,소기업,신보,K4,2017-11-27,4.02
3738,신규,건설업,중기업,신보,K4,2017-11-27,4.02
3739,차환,도매 및 소매업,중기업,신보,K4,2017-11-27,4.04
3740,차환,제조업,소기업,신보,K4,2017-11-27,4.04
3741,차환,제조업,소기업,신보,K4,2017-11-27,4.04
3742,차환,제조업,소기업,신보,K5,2017-11-27,4.04
3743,차환,제조업,중기업,신보,K4,2017-11-27,4.04
3744,차환,도매 및 소매업,중기업,신보,K4,2017-11-27,4.04
3745,차환,제조업,중기업,신보,K4,2017-11-27,4.04
3746,차환,도매 및 소매업,한시성중소기업,신보,K4,2017-11-27,4.04
3747,차환,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,K4,2017-11-27,4.04
3748,차환,보건업,중기업,신보,K4,2017-11-27,4.09
3749,신규,제조업,소기업,신보,K5,2017-11-27,4.12
3750,신규,제조업,소기업,신보,K5,2017-11-27,4.12
3751,신규,도매 및 소매업,중기업,신보,K5,2017-11-27,4.12
3752,신규,제조업,중기업,신보,K5,2017-11-27,4.12
3753,신규,도매 및 소매업,중기업,신보,K5,2017-11-27,4.12
3754,신규,도매 및 소매업,중기업,신보,K5,2017-11-27,4.12
3755,차환,제조업,중기업,신보,K4,2017-11-27,4.14
3756,차환,도매 및 소매업,소기업,신보,K5,2017-11-27,4.14
3757,차환,제조업,소기업,신보,K5,2017-11-27,4.14
3758,차환,제조업,중기업,신보,K5,2017-11-27,4.19
3759,차환,육상 운송 및 파이프라인 운송업,소기업,신보,K5,2017-11-27,4.19
3760,신규,제조업,중기업,신보,K5,2017-11-27,4.22
3761,신규,도매 및 소매업,중기업,신보,K5,2017-11-27,4.22
3762,신규,제조업,소기업,신보,K5,2017-11-27,4.22
3763,신규,제조업,중기업,신보,K5,2017-11-27,4.22
3764,신규,제조업,중기업,신보,K5,2017-11-27,4.22
3765,신규,도매 및 소매업,소기업,신보,K5,2017-11-27,4.22
3766,신규,도매 및 소매업,중기업,신보,K5,2017-11-27,4.22
3767,신규,제조업,소기업,신보,K5,2017-11-27,4.22
3768,신규,제조업,소기업,신보,K5,2017-11-27,4.22
3769,신규,제조업,중기업,신보,K5,2017-11-27,4.22
3770,신규,건설업,중기업,신보,K5,2017-11-27,4.22
3771,차환,제조업,소기업,신보,K5,2017-11-27,4.24
3772,차환,도매 및 소매업,소기업,신보,K5,2017-11-27,4.24
3773,차환,도매 및 소매업,중기업,신보,K5,2017-11-27,4.24
3774,차환,제조업,소기업,신보,K5,2017-11-27,4.24
3775,차환,도매 및 소매업,중기업,신보,K5,2017-11-27,4.24
3776,차환,제조업,중기업,신보,K5,2017-11-27,4.24
3777,차환,도매 및 소매업,소기업,신보,K5,2017-11-27,4.24
3778,차환,제조업,소기업,신보,K5,2017-11-27,4.24
3779,차환,제조업,소기업,신보,K5,2017-11-27,4.24
3780,차환,제조업,중기업,신보,K5,2017-11-27,4.24
3781,차환,도매 및 소매업,중기업,신보,K5,2017-11-27,4.24
3782,차환,제조업,중기업,신보,K5,2017-11-27,4.29
3783,신규,제조업,중견기업,신보,K4,2017-11-27,4.32
3784,신규,제조업,중기업,신보,K6,2017-11-27,4.32
3785,신규,도매 및 소매업,중견기업,신보,K4,2017-11-27,4.32
3786,신규,건설업,중기업,신보,K6,2017-11-27,4.32
3787,차환,제조업,소기업,신보,K5,2017-11-27,4.34
3788,차환,제조업,중기업,신보,K6,2017-11-27,4.34
3789,차환,도매 및 소매업,소기업,신보,K5,2017-11-27,4.34
3790,차환,제조업,소기업,신보,K5,2017-11-27,4.34
3791,신규,도매 및 소매업,소기업,신보,K6,2017-11-27,4.42
3792,신규,제조업,소기업,신보,K7,2017-11-27,4.42
3793,신규,제조업,소기업,신보,K6,2017-11-27,4.42
3794,신규,도매 및 소매업,소기업,신보,K6,2017-11-27,4.42
3795,신규,도매 및 소매업,중기업,신보,K6,2017-11-27,4.42
3796,신규,도매 및 소매업,중기업,신보,K6,2017-11-27,4.42
3797,신규,도매 및 소매업,소기업,신보,K6,2017-11-27,4.42
3798,신규,도매 및 소매업,소기업,신보,K6,2017-11-27,4.42
3799,신규,제조업,소기업,신보,K6,2017-11-27,4.42
3800,신규,건설업,중기업,신보,K6,2017-11-27,4.42
3801,차환,도매 및 소매업,소기업,신보,K6,2017-11-27,4.44
3802,차환,도매 및 소매업,중견기업,신보,K4,2017-11-27,4.44
3803,차환,도매 및 소매업,중기업,신보,K6,2017-11-27,4.44
3804,차환,제조업,중기업,신보,K6,2017-11-27,4.44
3805,차환,건설업,중기업,신보,K6,2017-11-27,4.44
3806,차환,도매 및 소매업,중기업,신보,K6,2017-11-27,4.44
3807,차환,제조업,중기업,신보,K5,2017-11-27,4.44
3808,차환,제조업,소기업,신보,K6,2017-11-27,4.44
3809,차환,육상 운송 및 파이프라인 운송업,중기업,신보,K6,2017-11-27,4.44
3810,차환,도매 및 소매업,중기업,신보,K6,2017-11-27,4.44
3811,신규,제조업,중기업,신보,K8,2017-11-27,4.52
3812,신규,제조업,중기업,신보,K7,2017-11-27,4.52
3813,신규,제조업,중기업,신보,K7,2017-11-27,4.52
3814,신규,제조업,중견기업,신보,K5,2017-11-27,4.52
3815,차환,도매 및 소매업,중기업,신보,K6,2017-11-27,4.54
3816,차환,제조업,소기업,신보,K6,2017-11-27,4.54
3817,차환,도매 및 소매업,소기업,신보,K6,2017-11-27,4.54
3818,차환,제조업,소기업,신보,K6,2017-11-27,4.54
3819,차환,제조업,소기업,신보,K6,2017-11-27,4.54
3820,차환,제조업,중기업,신보,K6,2017-11-27,4.54
3821,차환,도매 및 소매업,중기업,신보,K6,2017-11-27,4.54
3822,차환,제조업,소기업,신보,K6,2017-11-27,4.54
3823,차환,도매 및 소매업,소기업,신보,K6,2017-11-27,4.54
3824,차환,도매 및 소매업,중기업,신보,K6,2017-11-27,4.54
3825,차환,도매 및 소매업,중기업,신보,K6,2017-11-27,4.54
3826,신규,제조업,소기업,신보,K7,2017-11-27,4.62
3827,신규,건설업,중기업,신보,K7,2017-11-27,4.62
3828,신규,건설업,소기업,신보,K7,2017-11-27,4.62
3829,신규,도매 및 소매업,중기업,신보,K7,2017-11-27,4.62
3830,신규,건설업,소기업,신보,K7,2017-11-27,4.62
3831,신규,도매 및 소매업,소기업,신보,K7,2017-11-27,4.62
3832,차환,제조업,소기업,신보,K7,2017-11-27,4.64
3833,차환,도매 및 소매업,소기업,신보,K7,2017-11-27,4.64
3834,차환,도매 및 소매업,중기업,신보,K7,2017-11-27,4.64
3835,차환,도매 및 소매업,중기업,신보,K7,2017-11-27,4.64
3836,차환,도매 및 소매업,소기업,신보,K7,2017-11-27,4.64
3837,차환,제조업,소기업,신보,K7,2017-11-27,4.64
3838,차환,육상 운송 및 파이프라인 운송업,중기업,신보,K7,2017-11-27,4.64
3839,차환,건설업,중기업,신보,K7,2017-11-27,4.69
3840,신규,도매 및 소매업,중견기업,신평사,BB,2017-11-27,4.72
3841,차환,도매 및 소매업,중기업,신보,K7,2017-11-27,4.74
3842,차환,제조업,소기업,신보,K7,2017-11-27,4.74
3843,차환,도매 및 소매업,소기업,신보,K7,2017-11-27,4.74
3844,차환,도매 및 소매업,소기업,신보,K7,2017-11-27,4.74
3845,차환,도매 및 소매업,중기업,신보,K8,2017-11-27,4.79
3846,신규,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,K8,2017-11-27,4.82
3847,신규,제조업,중기업,신보,K8,2017-11-27,4.82
3848,신규,건설업,중기업,신보,K8,2017-11-27,4.82
3849,신규,제조업,소기업,신보,K8,2017-11-27,4.82
3850,신규,도매 및 소매업,소기업,신보,K8,2017-11-27,4.82
3851,차환,건설업,중기업,신보,K7,2017-11-27,4.84
3852,차환,건설업,소기업,신보,K7,2017-11-27,4.84
3853,차환,제조업,소기업,신보,K8,2017-11-27,4.84
3854,차환,제조업,소기업,신보,K8,2017-11-27,4.84
3855,차환,제조업,소기업,신보,K7,2017-11-27,4.84
3856,차환,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,K8,2017-11-27,4.84
3857,차환,도매 및 소매업,중기업,신보,K8,2017-11-27,4.84
3858,차환,도매 및 소매업,중기업,신보,K7,2017-11-27,4.84
3859,차환,도매 및 소매업,중기업,신보,K8,2017-11-27,4.84
3860,차환,제조업,소기업,신보,K8,2017-11-27,4.84
3861,차환,제조업,소기업,신보,K8,2017-11-27,4.84
3862,차환,제조업,중기업,신보,K7,2017-11-27,4.84
3863,차환,제조업,중기업,신보,K8,2017-11-27,4.84
3864,차환,제조업,중기업,신보,K7,2017-11-27,4.84
3865,신규,제조업,소기업,신보,K9,2017-11-27,4.92
3866,차환,제조업,소기업,신보,K8,2017-11-27,4.94
3867,차환,제조업,소기업,신보,K9,2017-11-27,4.94
3868,차환,도매 및 소매업,중기업,신보,K9,2017-11-27,4.94
3869,차환,도매 및 소매업,중기업,신보,K8,2017-11-27,4.94
3870,차환,건설업,중기업,신보,K8,2017-11-27,4.94
3871,차환,제조업,소기업,신보,K8,2017-11-27,4.94
3872,신규,도매 및 소매업,중기업,신보,SB4,2017-11-27,5.02
3873,신규,도매 및 소매업,한시성중소기업,신보,K9,2017-11-27,5.02
3874,신규,건설업,중기업,신보,K9,2017-11-27,5.02
3875,신규,건설업,중기업,신보,K9,2017-11-27,5.02
3876,차환,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,SB4,2017-11-27,5.04
3877,차환,제조업,중기업,신보,K9,2017-11-27,5.04
3878,차환,제조업,소기업,신보,K9,2017-11-27,5.04
3879,차환,제조업,중견기업,신보,K7,2017-11-27,5.04
3880,차환,도매 및 소매업,소기업,신보,K9,2017-11-27,5.04
3881,차환,제조업,중기업,신보,K9,2017-11-27,5.04
3882,차환,건설업,소기업,신보,K9,2017-11-27,5.04
3883,차환,도매 및 소매업,중견기업,신보,K8,2017-11-27,5.09
3884,신규,제조업,중견기업,신평사,BB-,2017-11-27,5.12
