수거실적처리전표번호,품목 코드,최초신청시간,최초신청자,최종작업시간,최종작업자,수거 업체 코드,처리 구분,
202010010002,1-20-03,2020-10-01 14:39,guest,2020-10-06 11:29,pda01,11,3,
202010010003,03-30-14,2020-10-01 15:41,guest,2020-10-12 7:29,pda01,11,3,
202010010003,03-30-15,2020-10-01 15:41,guest,2020-10-12 7:29,pda01,11,3,
202010010003,03-30-15,2020-10-01 15:41,guest,2020-10-12 7:29,pda01,11,3,
202010010004,2-20-61,2020-10-01 15:57,guest,2020-10-01 15:57,pda01,11,3,
202010010005,2-20-61,2020-10-01 16:06,guest,2020-10-01 16:06,pda01,11,3,
202010010006,03-30-41,2020-10-01 16:08,guest,2020-10-01 16:08,pda01,11,3,
202010010007,2-20-61,2020-10-01 16:16,guest,2020-10-01 16:16,pda01,11,3,
202010010008,2-20-61,2020-10-01 16:22,guest,2020-10-08 16:42,pda01,11,3,
202010010009,03-30-56,2020-10-01 18:38,guest,2020-10-01 18:38,pda01,11,3,
202010010010,2-20-12,2020-10-01 19:19,guest,2020-10-01 19:19,pda01,11,3,
202010010011,2-20-48,2020-10-01 22:11,guest,2020-10-12 6:05,pda01,11,3,
202010020001,2-20-14,2020-10-02 10:43,guest,2020-10-05 7:05,pda01,11,3,
202010020004,03-30-16,2020-10-02 11:04,guest,2020-10-02 11:04,pda01,11,3,
202010020004,03-30-16,2020-10-02 11:04,guest,2020-10-02 11:04,pda01,11,3,
202010020004,03-30-16,2020-10-02 11:04,guest,2020-10-02 11:04,pda01,11,3,
202010020004,1-20-56,2020-10-02 11:04,guest,2020-10-02 11:04,pda01,11,3,
202010020004,2-20-61,2020-10-02 11:04,guest,2020-10-02 11:04,pda01,11,3,
202010020005,03-30-16,2020-10-02 11:07,guest,2020-10-06 19:36,pda01,11,3,
202010020005,03-30-16,2020-10-02 11:07,guest,2020-10-06 19:36,pda01,11,3,
202010020005,03-30-16,2020-10-02 11:07,guest,2020-10-07 12:13,pda01,11,3,
202010020005,1-20-56,2020-10-02 11:07,guest,2020-10-07 12:13,pda01,11,3,
202010020005,2-20-61,2020-10-02 11:07,guest,2020-10-07 12:13,pda01,11,3,
202010020006,2-20-12,2020-10-02 11:15,guest,2020-10-02 11:15,pda01,11,3,
202010020006,2-20-12,2020-10-02 11:15,guest,2020-10-02 11:15,pda01,11,3,
202010020006,2-20-12,2020-10-02 11:15,guest,2020-10-02 11:15,pda01,11,3,
202010020007,2-20-12,2020-10-02 11:32,guest,2020-10-02 11:32,pda01,11,3,
202010020007,2-20-12,2020-10-02 11:32,guest,2020-10-02 11:32,pda01,11,3,
202010020007,2-20-12,2020-10-02 11:32,guest,2020-10-02 11:32,pda01,11,3,
202010020008,2-20-12,2020-10-02 11:37,guest,2020-10-05 6:24,pda01,11,3,
202010020008,2-20-12,2020-10-02 11:37,guest,2020-10-05 6:24,pda01,11,3,
202010020008,2-20-12,2020-10-02 11:37,guest,2020-10-05 6:24,pda01,11,3,
202010020009,4-40-16,2020-10-02 11:41,guest,2020-10-02 11:42,pda01,11,3,
202010020010,03-30-47,2020-10-02 12:47,guest,2020-10-05 6:24,pda01,11,3,
202010020011,03-30-66,2020-10-02 13:39,guest,2020-10-07 12:13,pda01,11,3,
202010020012,03-30-61,2020-10-02 14:00,guest,2020-10-02 14:00,pda01,11,3,
202010020013,2-21-1,2020-10-02 14:53,guest,2020-10-06 12:40,pda01,11,3,
202010020014,1-20-57,2020-10-02 15:43,guest,2020-10-02 15:43,pda01,11,3,
202010020015,1-20-42,2020-10-02 15:44,guest,2020-10-07 12:13,pda01,11,3,
202010020015,4-40-18,2020-10-02 15:44,guest,2020-10-07 12:13,pda01,11,3,
202010020016,2-20-61,2020-10-02 16:02,guest,2020-10-06 19:09,pda01,11,3,
202010020016,2-20-61,2020-10-02 16:02,guest,2020-10-06 19:09,pda01,11,3,
202010020017,2-20-61,2020-10-02 16:07,guest,2020-10-06 19:09,pda01,11,3,
202010020017,2-20-61,2020-10-02 16:07,guest,2020-10-06 19:09,pda01,11,3,
202010020018,03-30-62,2020-10-02 17:03,guest,2020-10-05 6:15,pda01,11,3,
202010020019,2-20-5,2020-10-02 17:25,guest,2020-10-06 8:45,pda01,11,3,
202010020020,2-20-12,2020-10-02 18:44,guest,2020-10-05 5:56,pda01,11,3,
202010020020,2-20-33,2020-10-02 18:44,guest,2020-10-05 5:56,pda01,11,3,
202010020020,2-20-71,2020-10-02 18:44,guest,2020-10-05 5:56,pda01,11,3,
202010020021,2-20-8,2020-10-02 21:33,guest,2020-10-07 12:13,pda01,11,3,
202010020022,03-30-41,2020-10-02 21:44,guest,2020-10-05 5:24,pda01,11,3,
202010020023,03-30-49,2020-10-02 22:01,guest,2020-10-02 22:01,pda01,11,3,
202010020023,03-30-49,2020-10-02 22:01,guest,2020-10-02 22:01,pda01,11,3,
202010020023,2-20-51,2020-10-02 22:01,guest,2020-10-02 22:01,pda01,11,3,
202010020024,2-20-5,2020-10-02 22:47,guest,2020-10-05 11:09,pda01,11,3,
202010030001,2-20-47,2020-10-03 9:27,guest,2020-10-07 8:53,pda01,11,3,
202010030002,2-20-5,2020-10-03 10:03,guest,2020-10-05 12:30,pda01,11,3,
202010030003,2-20-35,2020-10-03 10:04,guest,2020-10-03 10:04,pda01,11,3,
202010030003,2-20-8,2020-10-03 10:04,guest,2020-10-03 10:04,pda01,11,3,
202010030004,03-30-47,2020-10-03 10:15,guest,2020-10-03 10:15,pda01,11,3,
202010030004,2-20-30,2020-10-03 10:15,guest,2020-10-03 10:15,pda01,11,3,
202010030004,2-20-60,2020-10-03 10:15,guest,2020-10-05 6:20,pda01,11,3,
202010030004,2-20-61,2020-10-03 10:15,guest,2020-10-05 6:20,pda01,11,3,
202010030005,2-20-20,2020-10-03 10:32,guest,2020-10-03 10:32,pda01,11,3,
202010030006,2-20-10,2020-10-03 13:17,guest,2020-10-05 8:48,pda01,11,3,
202010030006,2-20-9,2020-10-03 13:17,guest,2020-10-05 8:48,pda01,11,3,
202010030007,03-30-39,2020-10-03 15:28,guest,2020-10-03 15:28,pda01,11,3,
202010030007,03-30-40,2020-10-03 15:28,guest,2020-10-06 6:33,pda01,11,3,
202010030007,03-30-47,2020-10-03 15:28,guest,2020-10-06 6:43,pda01,11,3,
202010030007,03-30-48,2020-10-03 15:28,guest,2020-10-06 6:39,pda01,11,3,
202010030007,03-30-48,2020-10-03 15:28,guest,2020-10-03 15:28,pda01,11,3,
202010030007,2-20-39,2020-10-03 15:28,guest,2020-10-06 6:33,pda01,11,3,
202010030007,2-20-39,2020-10-03 15:28,guest,2020-10-06 6:36,pda01,11,3,
202010030007,2-20-54,2020-10-03 15:28,guest,2020-10-06 6:50,pda01,11,3,
202010030007,2-20-55,2020-10-03 15:28,guest,2020-10-06 6:50,pda01,11,3,
202010030007,2-20-55,2020-10-03 15:28,guest,2020-10-06 6:50,pda01,11,3,
202010030007,2-20-61,2020-10-03 15:28,guest,2020-10-06 6:33,pda01,11,3,
202010030007,2-20-61,2020-10-03 15:28,guest,2020-10-06 6:33,pda01,11,3,
202010030007,2-20-61,2020-10-03 15:28,guest,2020-10-06 6:47,pda01,11,3,
202010030007,2-20-61,2020-10-03 15:28,guest,2020-10-06 6:47,pda01,11,3,
202010030008,03-30-65,2020-10-03 16:41,guest,2020-10-05 6:19,pda01,11,3,
202010030009,03-30-49,2020-10-03 16:54,guest,2020-10-03 16:54,pda01,11,3,
202010030009,03-30-49,2020-10-03 16:54,guest,2020-10-03 16:54,pda01,11,3,
202010030009,03-30-49,2020-10-03 16:54,guest,2020-10-03 16:54,pda01,11,3,
202010030009,03-30-49,2020-10-03 16:54,guest,2020-10-03 16:54,pda01,11,3,
202010030010,03-30-49,2020-10-03 16:58,guest,2020-10-07 8:44,pda01,11,3,
202010030010,03-30-49,2020-10-03 16:58,guest,2020-10-07 8:44,pda01,11,3,
202010030010,03-30-49,2020-10-03 16:58,guest,2020-10-07 8:44,pda01,11,3,
202010030010,03-30-49,2020-10-03 16:58,guest,2020-10-07 8:44,pda01,11,3,
202010030010,2-20-51,2020-10-03 16:58,guest,2020-10-07 8:44,pda01,11,3,
202010030011,2-20-32,2020-10-03 17:35,guest,2020-10-05 11:59,pda01,11,3,
202010030011,2-20-34,2020-10-03 17:35,guest,2020-10-05 11:59,pda01,11,3,
202010030012,2-20-19,2020-10-03 17:38,guest,2020-10-07 12:13,pda01,11,3,
202010030013,2-20-7,2020-10-03 17:44,guest,2020-10-06 5:30,pda01,11,3,
202010030014,2-20-20,2020-10-03 17:58,guest,2020-10-07 12:13,pda01,11,3,
202010030015,03-30-53,2020-10-03 18:09,guest,2020-10-03 18:09,pda01,11,3,
202010030015,03-30-53,2020-10-03 18:09,guest,2020-10-03 18:09,pda01,11,3,
202010030016,2-20-5,2020-10-03 19:27,guest,2020-10-03 19:27,pda01,11,3,
202010030016,2-20-7,2020-10-03 19:27,guest,2020-10-03 19:27,pda01,11,3,
202010030017,2-20-5,2020-10-03 19:29,guest,2020-10-06 11:04,dong01,11,0,
202010030017,2-20-7,2020-10-03 19:29,guest,2020-10-06 11:03,dong01,11,3,
202010040001,2-20-19,2020-10-04 7:57,guest,2020-10-06 11:03,dong01,11,0,
202010040001,2-20-19,2020-10-04 7:57,guest,2020-10-06 11:03,dong02,11,0,
202010040002,2-20-15,2020-10-04 11:36,guest,2020-10-05 9:08,dong03,11,9,
202010040003,2-20-15,2020-10-04 12:05,guest,2020-10-07 8:08,dong03,11,9,
202010040004,03-30-41,2020-10-04 13:33,guest,2020-10-05 13:14,dong04,11,0,
202010040004,03-30-66,2020-10-04 13:33,guest,2020-10-06 9:53,dong04,11,9,
202010040004,2-20-50,2020-10-04 13:33,guest,2020-10-05 13:14,dong04,11,0,
202010040004,2-20-72,2020-10-04 13:33,guest,2020-10-04 13:33,dong04,11,0,
202010040005,03-30-75,2020-10-04 14:32,guest,2020-10-04 14:32,dong04,11,0,
202010040006,2-20-12,2020-10-04 14:32,guest,2020-10-05 11:13,dong06,11,9,
202010040006,2-20-7,2020-10-04 14:32,guest,2020-10-05 11:13,dong06,11,0,
202010040006,2-20-8,2020-10-04 14:32,guest,2020-10-05 11:13,dong07,11,3,
202010040007,2-20-16,2020-10-04 14:57,guest,2020-10-05 10:31,dong08,11,9,
202010040007,2-20-25,2020-10-04 14:57,guest,2020-10-05 10:31,dong09,11,0,
202010040007,2-20-26,2020-10-04 14:57,guest,2020-10-05 10:31,dong11,11,9,
202010040008,2-20-10,2020-10-04 15:18,guest,2020-10-05 10:22,dong12,11,9,
202010040009,2-20-20,2020-10-04 15:52,guest,2020-10-06 11:03,dong13,11,9,
202010040010,2-20-29,2020-10-04 17:03,guest,2020-10-04 17:03,dong14,11,0,
202010040011,03-30-34,2020-10-04 22:48,guest,2020-10-04 23:12,env01,11,3,
202010040011,03-30-34,2020-10-04 22:48,guest,2020-10-04 23:12,env01,11,0,
202010040011,03-30-34,2020-10-04 22:48,guest,2020-10-04 23:12,env01,11,3,
202010040011,03-30-34,2020-10-04 22:48,guest,2020-10-04 23:12,env01,11,2,
202010040011,03-30-34,2020-10-04 22:48,guest,2020-10-04 23:12,pda01,11,3,
202010040011,03-30-34,2020-10-04 22:48,guest,2020-10-04 23:12,pda01,11,3,
202010040011,03-30-34,2020-10-04 22:48,guest,2020-10-04 23:12,pda01,11,3,
202010040011,03-30-34,2020-10-04 22:48,guest,2020-10-04 23:12,pda01,11,3,
202010040012,03-30-34,2020-10-04 22:55,guest,2020-10-04 23:11,pda01,11,3,
202010040012,03-30-34,2020-10-04 22:55,guest,2020-10-04 23:11,pda01,11,3,
202010040012,03-30-34,2020-10-04 22:55,guest,2020-10-04 23:11,pda01,11,3,
202010040012,03-30-34,2020-10-04 22:55,guest,2020-10-04 23:11,pda01,11,3,
202010040012,03-30-34,2020-10-04 22:55,guest,2020-10-04 23:11,pda01,11,3,
202010040012,03-30-34,2020-10-04 22:55,guest,2020-10-04 23:11,pda01,11,3,
202010040012,03-30-34,2020-10-04 22:55,guest,2020-10-04 23:11,pda01,11,3,
202010040012,03-30-34,2020-10-04 22:55,guest,2020-10-04 23:11,pda01,11,3,
202010040013,03-30-34,2020-10-04 22:58,guest,2020-10-04 23:11,pda01,11,3,
202010040013,03-30-34,2020-10-04 22:58,guest,2020-10-04 23:11,pda01,11,3,
202010040013,03-30-34,2020-10-04 22:58,guest,2020-10-04 23:11,pda01,11,3,
202010040013,03-30-34,2020-10-04 22:58,guest,2020-10-04 23:11,pda01,11,3,
202010040013,03-30-34,2020-10-04 22:58,guest,2020-10-04 23:11,pda01,11,3,
202010040013,03-30-34,2020-10-04 22:58,guest,2020-10-04 23:11,pda01,11,3,
202010040013,03-30-34,2020-10-04 22:58,guest,2020-10-04 23:11,pda01,11,3,
202010040013,03-30-34,2020-10-04 22:58,guest,2020-10-04 23:11,pda01,11,3,
202010040014,03-30-34,2020-10-04 23:05,guest,2020-10-04 23:11,pda01,11,3,
202010040014,03-30-34,2020-10-04 23:05,guest,2020-10-04 23:11,pda01,11,3,
202010040014,03-30-34,2020-10-04 23:05,guest,2020-10-04 23:11,pda01,11,3,
202010040014,03-30-34,2020-10-04 23:05,guest,2020-10-04 23:11,pda01,11,3,
202010040014,03-30-34,2020-10-04 23:05,guest,2020-10-04 23:11,pda01,11,3,
202010040014,03-30-34,2020-10-04 23:05,guest,2020-10-04 23:11,pda01,11,3,
202010040014,03-30-34,2020-10-04 23:05,guest,2020-10-04 23:11,pda01,11,3,
202010040014,03-30-34,2020-10-04 23:05,guest,2020-10-04 23:11,pda01,11,3,
202010040015,03-30-34,2020-10-04 23:16,guest,2020-10-06 15:00,pda01,11,3,
202010040015,03-30-34,2020-10-04 23:16,guest,2020-10-06 15:00,pda01,11,3,
202010040015,03-30-34,2020-10-04 23:16,guest,2020-10-06 15:00,pda01,11,3,
202010040015,03-30-34,2020-10-04 23:16,guest,2020-10-06 15:00,pda01,11,3,
202010040015,03-30-34,2020-10-04 23:16,guest,2020-10-06 15:00,pda01,11,3,
202010040015,03-30-34,2020-10-04 23:16,guest,2020-10-06 15:00,pda01,11,3,
202010040015,03-30-34,2020-10-04 23:16,guest,2020-10-06 15:00,pda01,11,3,
202010040015,03-30-34,2020-10-04 23:16,guest,2020-10-06 15:00,pda01,11,3,
202010050001,03-30-16,2020-10-05 8:19,guest,2020-10-05 8:19,pda01,11,3,
202010050002,2-20-19,2020-10-05 8:50,guest,2020-10-06 6:33,pda01,11,3,
202010050002,2-20-61,2020-10-05 8:50,guest,2020-10-06 6:33,pda01,11,3,
202010050002,2-20-61,2020-10-05 8:50,guest,2020-10-06 6:33,pda01,11,3,
202010050003,2-20-12,2020-10-05 8:52,guest,2020-10-06 5:40,pda01,11,3,
202010050003,2-20-12,2020-10-05 8:52,guest,2020-10-06 5:40,pda01,11,3,
202010050003,2-20-12,2020-10-05 8:52,guest,2020-10-06 5:40,pda01,11,3,
202010050003,2-20-12,2020-10-05 8:52,guest,2020-10-06 5:40,pda01,11,3,
202010050003,4-40-24,2020-10-05 8:52,guest,2020-10-05 9:10,pda01,11,3,
202010050003,4-40-24,2020-10-05 8:52,guest,2020-10-05 9:10,pda01,11,3,
202010050004,2-20-71,2020-10-05 8:54,guest,2020-10-06 11:00,pda01,11,3,
202010050005,03-30-64,2020-10-05 8:59,guest,2020-10-09 7:10,pda01,11,3,
202010050005,2-20-62,2020-10-05 8:59,guest,2020-10-13 12:45,pda01,11,3,
202010050006,03-30-65,2020-10-05 9:01,guest,2020-10-06 8:27,pda01,11,3,
202010050007,2-20-61,2020-10-05 9:01,guest,2020-10-06 8:37,pda01,11,3,
202010050007,2-20-71,2020-10-05 9:01,guest,2020-10-06 8:37,pda01,11,3,
202010050008,2-20-8,2020-10-05 9:03,guest,2020-10-05 16:30,pda01,11,3,
202010050009,03-30-47,2020-10-05 9:04,guest,2020-10-06 8:22,pda01,11,3,
202010050010,2-20-12,2020-10-05 9:04,guest,2020-10-05 9:42,pda01,11,3,
202010050011,2-20-20,2020-10-05 9:04,guest,2020-10-06 15:56,pda01,11,3,
202010050012,2-20-54,2020-10-05 9:05,guest,2020-10-08 9:34,pda01,11,3,
202010050013,2-20-36,2020-10-05 9:06,guest,2020-10-05 16:30,pda01,11,3,
202010050013,2-20-42,2020-10-05 9:06,guest,2020-10-05 16:30,pda01,11,3,
202010050014,03-30-49,2020-10-05 9:06,guest,2020-10-07 8:11,pda01,11,3,
202010050015,2-20-16,2020-10-05 9:10,guest,2020-10-07 12:53,pda01,11,3,
202010050015,2-20-16,2020-10-05 9:10,guest,2020-10-07 12:53,pda01,11,3,
202010050016,03-30-65,2020-10-05 9:10,guest,2020-10-06 10:21,pda01,11,3,
202010050017,03-30-49,2020-10-05 9:11,guest,2020-10-05 16:30,pda01,11,3,
202010050018,03-30-58,2020-10-05 9:12,guest,2020-10-06 12:49,pda01,11,3,
202010050019,03-30-65,2020-10-05 9:12,guest,2020-10-05 9:12,pda01,11,3,
202010050020,2-20-48,2020-10-05 9:13,guest,2020-10-06 14:48,pda01,11,3,
202010050020,2-20-60,2020-10-05 9:13,guest,2020-10-06 14:48,pda01,11,3,
202010050021,2-20-49,2020-10-05 9:15,guest,2020-10-05 16:30,pda01,11,3,
202010050022,03-30-49,2020-10-05 9:15,guest,2020-10-06 7:27,pda01,11,3,
202010050022,03-30-49,2020-10-05 9:15,guest,2020-10-06 7:27,pda01,11,3,
202010050022,03-30-49,2020-10-05 9:15,guest,2020-10-06 7:27,pda01,11,3,
202010050022,2-20-16,2020-10-05 9:15,guest,2020-10-06 7:27,pda01,11,3,
202010050022,2-20-19,2020-10-05 9:15,guest,2020-10-06 7:27,pda01,11,3,
202010050022,2-20-24,2020-10-05 9:15,guest,2020-10-06 7:27,pda01,11,3,
202010050022,2-20-24,2020-10-05 9:15,guest,2020-10-06 7:27,pda01,11,3,
202010050022,2-20-7,2020-10-05 9:15,guest,2020-10-05 9:26,pda01,11,3,
202010050023,03-30-18,2020-10-05 9:16,guest,2020-10-06 9:03,pda01,11,3,
202010050024,03-30-53,2020-10-05 9:16,guest,2020-10-06 17:49,pda01,11,3,
202010050024,03-30-53,2020-10-05 9:16,guest,2020-10-06 17:49,pda01,11,3,
202010050024,03-30-53,2020-10-05 9:16,guest,2020-10-06 17:49,pda01,11,3,
202010050024,03-30-53,2020-10-05 9:16,guest,2020-10-06 17:49,pda01,11,3,
202010050024,03-30-53,2020-10-05 9:16,guest,2020-10-06 14:33,pda01,11,3,
202010050025,03-30-64,2020-10-05 9:19,guest,2020-10-06 11:25,pda01,11,3,
202010050025,2-20-20,2020-10-05 9:19,guest,2020-10-06 11:25,pda01,11,3,
202010050025,2-20-60,2020-10-05 9:19,guest,2020-10-06 11:25,pda01,11,3,
202010050025,2-20-62,2020-10-05 9:19,guest,2020-10-06 11:25,pda01,11,3,
202010050026,2-20-20,2020-10-05 9:21,guest,2020-10-05 9:21,pda01,11,3,
202010050027,2-20-5,2020-10-05 9:21,guest,2020-10-06 6:33,pda01,11,3,
202010050028,2-20-61,2020-10-05 9:21,guest,2020-10-12 7:29,pda01,11,3,
202010050029,1-20-10,2020-10-05 9:21,guest,2020-10-06 15:56,pda01,11,3,
202010050030,03-30-47,2020-10-05 9:24,guest,2020-10-05 16:30,pda01,11,3,
202010050030,03-30-50,2020-10-05 9:24,guest,2020-10-05 16:30,pda01,11,3,
202010050031,03-30-58,2020-10-05 9:26,guest,2020-10-06 6:17,pda01,11,3,
202010050031,2-20-12,2020-10-05 9:26,guest,2020-10-06 6:17,pda01,11,3,
202010050031,2-20-12,2020-10-05 9:26,guest,2020-10-06 6:17,pda01,11,3,
202010050031,2-20-15,2020-10-05 9:26,guest,2020-10-06 6:17,pda01,11,3,
202010050031,2-20-7,2020-10-05 9:26,guest,2020-10-06 6:17,pda01,11,3,
202010050032,2-20-6,2020-10-05 9:27,guest,2020-10-06 8:12,pda01,11,3,
202010050032,2-20-6,2020-10-05 9:27,guest,2020-10-06 8:12,pda01,11,3,
202010050032,2-20-65,2020-10-05 9:27,guest,2020-10-06 8:12,pda01,11,3,
202010050032,2-20-65,2020-10-05 9:27,guest,2020-10-06 8:12,pda01,11,3,
202010050033,2-20-8,2020-10-05 9:28,guest,2020-10-06 15:58,pda01,11,3,
202010050034,2-20-45,2020-10-05 9:31,guest,2020-10-06 17:49,pda01,11,3,
202010050034,2-20-45,2020-10-05 9:31,guest,2020-10-06 17:49,pda01,11,3,
202010050035,2-20-4,2020-10-05 9:31,guest,2020-10-07 10:59,pda01,11,3,
202010050035,2-20-4,2020-10-05 9:31,guest,2020-10-07 10:59,pda01,11,3,
202010050035,2-20-5,2020-10-05 9:31,guest,2020-10-07 10:59,pda01,11,3,
202010050035,2-20-5,2020-10-05 9:31,guest,2020-10-13 9:11,pda01,11,3,
202010050036,03-30-34,2020-10-05 9:32,guest,2020-10-06 12:53,pda01,11,3,
202010050036,03-30-34,2020-10-05 9:32,guest,2020-10-06 12:53,pda01,11,3,
202010050036,03-30-34,2020-10-05 9:32,guest,2020-10-06 12:53,pda01,11,3,
202010050036,03-30-34,2020-10-05 9:32,guest,2020-10-06 12:53,pda01,11,3,
202010050036,03-30-34,2020-10-05 9:32,guest,2020-10-06 12:53,pda01,11,3,
202010050037,2-20-10,2020-10-05 9:33,guest,2020-10-07 12:49,pda01,11,3,
202010050037,2-20-36,2020-10-05 9:33,guest,2020-10-07 12:49,pda01,11,3,
202010050038,2-20-7,2020-10-05 9:33,guest,2020-10-05 9:33,pda01,11,3,
202010050039,03-30-47,2020-10-05 9:34,guest,2020-10-06 12:41,pda01,11,3,
202010050039,03-30-52,2020-10-05 9:34,guest,2020-10-06 12:41,pda01,11,3,
202010050039,2-20-10,2020-10-05 9:34,guest,2020-10-06 12:41,pda01,11,3,
202010050040,03-30-46,2020-10-05 9:38,guest,2020-10-07 12:44,pda01,11,3,
202010050041,03-30-77,2020-10-05 9:38,guest,2020-10-06 14:01,pda01,11,3,
202010050042,2-20-34,2020-10-05 9:39,guest,2020-10-07 8:09,pda01,11,3,
202010050043,2-20-25,2020-10-05 9:39,guest,2020-10-05 12:00,pda01,11,3,
202010050044,03-30-49,2020-10-05 9:39,guest,2020-10-05 9:47,pda01,11,3,
202010050045,2-20-12,2020-10-05 9:40,guest,2020-10-06 15:58,pda01,11,3,
202010050045,2-20-39,2020-10-05 9:40,guest,2020-10-06 15:58,pda01,11,3,
202010050045,2-20-40,2020-10-05 9:40,guest,2020-10-06 15:58,pda01,11,3,
202010050046,2-20-12,2020-10-05 9:40,guest,2020-10-12 7:29,pda01,11,3,
202010050046,2-20-42,2020-10-05 9:40,guest,2020-10-12 7:29,pda01,11,3,
202010050047,03-30-49,2020-10-05 9:40,guest,2020-10-05 12:48,pda01,11,3,
202010050047,03-30-53,2020-10-05 9:40,guest,2020-10-05 12:48,pda01,11,3,
202010050048,03-30-49,2020-10-05 9:41,guest,2020-10-07 11:42,pda01,11,3,
202010050049,2-20-36,2020-10-05 9:43,guest,2020-10-06 14:15,pda01,11,3,
202010050050,2-20-68,2020-10-05 9:44,guest,2020-10-05 16:30,pda01,11,3,
202010050051,03-30-49,2020-10-05 9:45,guest,2020-10-08 16:41,pda01,11,3,
202010050052,03-30-49,2020-10-05 9:47,guest,2020-10-06 10:41,pda01,11,3,
202010050053,2-20-12,2020-10-05 9:47,guest,2020-10-06 17:49,pda01,11,3,
202010050053,2-20-12,2020-10-05 9:47,guest,2020-10-06 17:49,pda01,11,3,
202010050053,2-20-12,2020-10-05 9:47,guest,2020-10-06 17:49,pda01,11,3,
202010050053,2-20-12,2020-10-05 9:47,guest,2020-10-06 17:49,pda01,11,3,
202010050054,03-30-41,2020-10-05 9:49,guest,2020-10-05 9:49,pda01,11,3,
202010050055,2-20-61,2020-10-05 9:50,guest,2020-10-07 13:08,pda01,11,3,
202010050055,2-20-71,2020-10-05 9:50,guest,2020-10-07 13:08,pda01,11,3,
202010050056,03-30-39,2020-10-05 9:51,guest,2020-10-06 13:59,pda01,11,3,
202010050056,03-30-39,2020-10-05 9:51,guest,2020-10-06 13:59,pda01,11,3,
202010050056,03-30-40,2020-10-05 9:51,guest,2020-10-06 13:59,pda01,11,3,
202010050056,03-30-52,2020-10-05 9:51,guest,2020-10-06 13:59,pda01,11,3,
202010050056,03-30-53,2020-10-05 9:51,guest,2020-10-06 13:59,pda01,11,3,
202010050057,2-20-20,2020-10-05 9:51,guest,2020-10-07 16:07,pda01,11,3,
202010050058,2-20-10,2020-10-05 9:51,guest,2020-10-05 9:51,pda01,11,3,
202010050059,2-20-17,2020-10-05 9:53,guest,2020-10-06 14:26,pda01,11,3,
202010050059,2-20-17,2020-10-05 9:53,guest,2020-10-06 14:26,pda01,11,3,
202010050059,2-20-61,2020-10-05 9:53,guest,2020-10-06 14:26,pda01,11,3,
202010050059,2-20-61,2020-10-05 9:53,guest,2020-10-06 14:26,pda01,11,3,
202010050059,2-20-62,2020-10-05 9:53,guest,2020-10-06 14:26,pda01,11,3,
202010050059,2-20-62,2020-10-05 9:53,guest,2020-10-06 14:29,pda01,11,3,
202010050059,2-20-62,2020-10-05 9:53,guest,2020-10-06 14:29,pda01,11,3,
202010050059,2-20-62,2020-10-05 9:53,guest,2020-10-06 14:29,pda01,11,3,
202010050060,03-30-65,2020-10-05 9:54,guest,2020-10-05 12:23,pda01,11,3,
202010050060,03-30-65,2020-10-05 9:54,guest,2020-10-05 12:23,pda01,11,3,
202010050060,2-20-61,2020-10-05 9:54,guest,2020-10-05 12:23,pda01,11,3,
202010050060,2-20-61,2020-10-05 9:54,guest,2020-10-05 12:23,pda01,11,3,
202010050061,03-30-49,2020-10-05 9:54,guest,2020-10-07 14:03,pda01,11,3,
202010050062,03-30-53,2020-10-05 9:55,guest,2020-10-06 13:09,pda01,11,3,
202010050062,2-20-7,2020-10-05 9:55,guest,2020-10-06 13:09,pda01,11,3,
202010050063,03-30-49,2020-10-05 9:55,guest,2020-10-06 13:08,pda01,11,3,
202010050063,03-30-51,2020-10-05 9:55,guest,2020-10-06 13:08,pda01,11,3,
202010050063,2-20-12,2020-10-05 9:55,guest,2020-10-06 13:08,pda01,11,3,
202010050063,2-20-12,2020-10-05 9:55,guest,2020-10-06 13:08,pda01,11,3,
202010050064,2-20-20,2020-10-05 9:55,guest,2020-10-15 13:09,pda01,11,3,
202010050064,2-20-30,2020-10-05 9:55,guest,2020-10-15 13:09,pda01,11,3,
202010050065,2-20-10,2020-10-05 9:56,guest,2020-10-08 7:12,pda01,11,3,
202010050066,2-20-68,2020-10-05 9:56,guest,2020-10-06 14:45,pda01,11,3,
202010050067,1-20-57,2020-10-05 9:57,guest,2020-10-05 12:38,pda01,11,3,
202010050068,2-20-16,2020-10-05 9:57,guest,2020-10-07 13:28,pda01,11,3,
202010050069,03-30-53,2020-10-05 9:57,guest,2020-10-07 11:12,pda01,11,3,
202010050070,03-30-53,2020-10-05 9:58,guest,2020-10-06 8:20,pda01,11,3,
202010050070,03-30-53,2020-10-05 9:58,guest,2020-10-06 8:20,pda01,11,3,
202010050071,2-20-12,2020-10-05 10:00,guest,2020-10-15 13:09,pda01,11,3,
202010050071,2-20-12,2020-10-05 10:00,guest,2020-10-15 13:09,pda01,11,3,
202010050072,03-30-65,2020-10-05 10:00,guest,2020-10-08 13:58,pda01,11,3,
202010050073,2-20-10,2020-10-05 10:01,guest,2020-10-06 8:32,pda01,11,3,
202010050073,2-20-30,2020-10-05 10:01,guest,2020-10-05 10:01,pda01,11,3,
202010050074,03-30-47,2020-10-05 10:01,guest,2020-10-06 15:58,pda01,11,3,
202010050074,03-30-49,2020-10-05 10:01,guest,2020-10-06 15:58,pda01,11,3,
